;cod;rec_trib_2013;rec_trib_2014;rec_trib_2015;rec_trib_2016;iptu_2013;iptu_2014;iptu_2015;iptu_2016
3214;2911006;478015.24;471242.03;429508.31;;3760;3066.51;936.86;
3215;2504108;175306.03;190314.45;190085.68;165335.62;4829.16;3179.42;7496.67;4758.66
3216;2918407;30555617.9;36717502.05;42007312.35;42679488.77;1457480.09;1631697.85;2098936.17;2478308.57
3217;2609808;1157969.54;1175044.49;942337.94;643909.83;40.96;;679.66;
3218;1718881;210091.64;382391.66;238013.52;273701.1;;173.32;233.65;218.06
3219;2202026;251871.31;190406.52;207174.87;171455.74;8983.68;6508.73;2609.85;7391.99
3220;2605400;1078595.05;1178998.08;1298379.53;1205849.72;83886.79;;64476.02;54599.31
3221;4304358;12063147.72;10828166.76;10770219.09;14482751.01;762141.35;1091358.05;1079949.37;1246923.4
3222;2903706;812554.65;;1054342.73;;1700;;21702.65;
3223;3530508;23013640;25558579.07;25547003.56;;9168430.86;10192311.29;10900681.56;
3224;3142254;239853.27;219857.94;204636.34;304591.33;2303.5;2468.58;2496.62;2520.1
3225;2105948;241778.9;658646.53;155355.3;110266.6;8708.99;1488.56;1768.21;4320
3226;4111803;9793395.65;;12946606.86;14873818.19;2873161.12;;4051783.27;4783744.54
3227;2407708;121966.92;103430.48;122017.27;196634.52;3747.35;18595.77;22669.55;308.5
3228;3168101;6328234.22;10896789.96;4726873.32;4758476.86;11112.17;46136.61;56419.21;42595.56
3229;2607901;156334436.2;168621516.4;192956958.9;197009650.7;35349804.79;38711129.68;52707067.95;50416405.8
3230;1720853;317136.03;351067.11;438639.28;406980.32;1470.11;1612.58;1877.1;6644.4
3231;2408508;195826.66;350608.19;376206.57;414849.07;5131.55;11487.69;12611.24;24805.08
3232;4305454;8584196.89;8059779.28;9953664.59;9411619.59;4340244.22;3916700.11;5111186.26;4789171.19
3233;3122470;330098.39;222247.64;430656.28;396864.46;16516.79;28773.67;32372.83;47661.68
3234;3303005;2440451.95;3786026.95;4241134.09;;752013.43;985703.46;837105.71;
3235;5212105;874375.08;;1254651.35;2151031.63;68682.81;;163594.4;453599.39
3236;3121100;589238.7;1248566.24;621107.41;635268.49;87469.17;102411.39;110920.43;126411.6
3237;2507408;321142.01;452185.29;382744.69;99327.58;1072.49;76.03;3167.25;5000
3238;2108108;1595765.66;1326491.07;1024659.43;1226310.2;9917.09;17633.61;31069.43;47438.37
3239;4300802;3273278.14;3722477.13;3936088.25;4367500.04;876536.92;911864.36;995305.98;1046295
3240;3100708;657054.66;869488.32;1132724;1776257.63;33741.72;38493.79;57320.68;69613.05
3241;2906808;882127.93;1316532.84;1328562.13;2618846.38;31820.37;45270.44;47619.35;50642.43
3242;5101902;3844763.89;4849901.53;6050702.6;6609455.2;220435.78;252182.24;244142.28;261099
3243;4320503;965739.58;1497533.49;1325791.24;1492215.96;281243.75;326842.37;343830.99;378756.15
3244;2805901;2340086.7;2375248.67;2008012.96;2006471.62;5981.81;4403.87;2457;282
3245;1706506;803184.46;806138.36;540068.25;858441.75;4073.45;3105;;
3246;3537404;6499287.62;;7713779.32;8683904.86;730160.79;;855344.45;915959.66
3247;1100189;6452691.74;9073972.62;10028692.54;11247605.36;1248647.77;1640243.8;1343135.19;
3248;1200500;2629038.91;;3130842.83;2470056.32;263691.15;;398649.88;453437.72
3249;1303809;1979042.61;2372045.83;1885285.3;1643526.77;95281.1;117004.45;80771.4;64069.11
3250;1200351;645376.97;682823.35;679853.08;994462.93;39227.99;20927.19;15064.28;10955.43
3251;2924058;749159.75;794074.22;800831.64;639982.72;18010.7;19434.55;16779.1;24003.62
3252;4315958;383700.87;;335015.36;575605.64;27070.01;;33200.18;37802
3253;3162559;583280.43;;555454.04;610060.65;125661.8;;98882.28;109589.09
3254;4302378;306287.91;353492.91;357202.56;422224.9;75369.43;122210.8;130123.55;118957.42
3255;3141702;302053.84;529409.92;356497.2;440483.86;29654.98;33947.99;30839.22;24859.54
3256;3544202;1457292.45;;2075413.56;3275490.45;157442.63;;285891.56;326707.08
3257;1508209;1041083.7;257594.41;;;36667.92;40341.89;;
3258;4314456;368293.47;462047.6;436316.87;605112.74;76065.56;98380.42;103983.44;121765.8
3259;3512209;9744541.29;9652113.67;10480124;11671243.78;3248268.13;3388947.02;3709534.14;4039326.2
3260;2114007;1824160.11;2177579.22;2294768.26;2538771.64;6279.65;100;2151.65;
3261;4116307;568564.69;521580.24;666822.12;700940.47;101885.89;119169.14;123344.39;137939.31
3262;3136603;373232.51;524931.39;478349.63;465187.75;19469.76;23583.48;28729.22;29997.01
3263;3132602;498875.4;407790.7;341374.75;338478.46;23193.39;19798.13;20427.42;21214.46
3264;3544905;4486428.93;5321085.04;5255205.47;;990589.41;1098662.06;1432090.69;
3265;5004007;1412469.39;1680441.32;1865486.67;1751157.34;737773.93;943879.01;1126726.58;719785.55
3266;2514651;135404.92;248719.94;214496.28;91711.29;2210;2000;1172;850
3267;3546702;11175637.62;13029667.93;14968207.71;13946978.48;4192555.25;4533778.02;4869320.2;5376334.96
3268;3150539;218601.78;226957.31;211720.1;357981.54;61659.51;48687.85;17003.82;22059.76
3269;2508109;179644.06;136808.41;132985.27;68767.06;1929.24;2690;2210;3930
3270;3148756;2103083.98;2919897.18;449576.54;304060.54;6991.41;8252.4;;2462.73
3271;1506559;757862.94;1487563.23;890054.4;;24747.68;10229.96;643;
3272;3531506;5936928.02;7261592.67;7165966.67;4359935.97;2302324.9;2632358.16;2821133.68;3263237.47
3273;4307708;23913867.62;26708231.15;28375636.04;31472189.95;6025514.03;6016429.43;6981247.05;7104275.93
3274;4103958;468751.72;564597.15;;507302.73;26670.8;48595.34;;28867.44
3275;2705903;1451599.15;565111.31;188362.37;;12703.33;16330.26;7779.6;
3276;3156502;380133.5;449314.88;451566.87;632369.16;33997.04;18861.2;1748.13;5928.82
3277;2600708;1706509.21;2134378.43;2019824.28;1479128.25;215334.65;408160.02;166862.4;271201.51
3278;2405900;159986.39;;;;4141.74;;;
3279;2932705;1524675.18;1495536.38;1585733.03;;35536.26;;325568.96;
3280;4313086;473324.28;488936.46;542412.19;889721.61;109448.71;120661.66;135395.59;389076.67
3281;3104700;542779.46;759368.75;661933.76;965518.36;;15213.21;41555.99;64353.09
3282;3136579;289216.57;194729.43;273492.04;271094.56;4366.21;4397.39;4582.21;4305.17
3283;1505650;446240.33;1309029.86;;;1535.83;19915.26;;
3284;2801306;3426886.18;5279091.46;5647449.99;5221996.36;151396.3;382276.89;294019.63;417905.67
3285;4300208;911559.18;1442431.27;1582200.49;1675139.42;331163.12;419827.66;448169.67;501093.58
3286;3547908;752578.68;833050.58;1046469.65;1163480.03;270798.45;270982;386945.76;451988.57
3287;1101005;678434.5;;1011759.97;1005327.22;49956.67;;117209.81;111660.2
3288;2514305;252437.13;214345.91;246543.85;418437.01;1503.46;489.28;850.61;695.5
3289;3543006;1291553.1;1513285;1320967.98;1467649.3;192842.98;275380.87;281324.83;133862.77
3290;5103452;575632.5;650698.58;1145747.47;1131147.71;46509.87;62916.84;137412.53;133552.68
3291;5209291;255427.18;376418.7;370277.16;459989.81;30469.72;25989.1;29572.64;25364.1
3292;1721208;1755460.76;1734950.19;2728194.02;2612020.54;105146.68;92629.13;303546.05;14712.26
3293;2700508;3248007.06;744663.71;1042393.8;;19910.14;132266.67;182542.24;
3294;3160306;663599.24;709281.36;552550.45;664524.5;35816.35;29534.81;33817.07;29860.21
3295;2906006;5798509.53;7145662.19;13014806.03;;370677.73;347397.81;403267.1;
3296;4127007;1307699.09;1548217.95;2395613.03;2020512.75;70336.67;22059.68;16723.1;130399.65
3297;3300407;49486735.26;46519541.5;49036180.77;51585210.48;5454895.76;9967693.16;10775480.69;11723179.02
3298;5203939;438886.41;;222724.94;255687.89;18854.86;;24579.32;99537.82
3299;2103505;2417234.33;2031284.99;1760289.6;;1312.33;7791.84;7643.52;
3300;1715705;999811.11;5146568.1;3124216.12;;75;;8747.35;
3301;3120607;500445.17;;623342.52;668536.37;45464.11;;60053.35;77147.24
3302;3519055;7579209.88;9723472.18;10369260.38;5774537.68;2830402.84;3768794.51;4256446.97;4584473.44
3303;5215009;2265207.83;1754369.16;1854133.09;1912828.1;446031.3;326690.31;370994.74;451997.52
3304;3137809;3066096.92;3742008.64;3916148.04;4204912.28;1354916.53;1472300.14;1556124.71;1716793.75
3305;3134707;775538.31;1118982.85;979951.79;921981.09;19576.74;16712.33;19005.47;18129.65
3306;2504157;240732.51;258662.46;335115.47;;13588.47;13822.74;14788.62;
3307;2111102;1935789.49;2588863.82;1489330.01;;43774.7;39131.35;88216.78;
3308;3306305;136338000;139515810.2;153896986.3;163709034.6;51154700;55670357.38;61299846.78;69440539.61
3309;1503002;420540;208616.64;191294.27;;5160.37;6592.65;11742.64;
3310;3544608;1409410.47;1548976.85;1516360.1;1785304.59;401563.98;428363.79;451036.43;485388.16
3311;2201051;188801.77;174320.14;109462.67;23435.19;1616.76;120;900;
3312;3132305;528778.49;525403.75;562503.17;669886.81;19584.39;19833.54;16942.58;43474.79
3313;2310605;1278454.43;3277906.96;3160406.56;4204541.52;11499.74;4970.34;6537.4;10365.18
3314;2414506;662811.95;482648.73;799921;597505.53;46209.71;46161.37;18778.19;27707.59
3315;3127602;704331.69;694434.39;675079.32;744202.8;62841.05;71446.37;68571.81;43961.26
3316;3119302;4848607.97;6069489.16;5678981.52;6372880.52;814658.1;1129992.27;1221267.87;1408738.73
3317;1707553;419876.67;1360173.72;498368.3;602965.98;14767.28;23784.44;29996.32;23316.96
3318;2610202;692511.09;965862.03;836893.66;872956.19;;59335.04;71802.15;54932.49
3319;5107776;1137106.56;4175428.8;2548995.17;3567088.04;50906.29;25982.64;26075.08;23659.31
3320;4110607;3220802.35;4219654.4;3991784.05;4321792.36;595210.4;673101.99;713736.96;776179.39
3321;5218607;1079296.02;1287872.06;1383414.14;1287417.7;120075.77;;120390.8;130480.98
3322;3205036;2618092.35;3261883.99;2381217.25;2323647.9;150100.41;172923.7;176304.62;217574.9
3323;3164407;1059823.48;1185637.44;1152456.37;1112643.4;48939.21;100691.98;69956.29;70869.35
3324;3513801;218011011.1;248092901.4;256956423.8;287333052.4;92786572.18;104956733.1;116812911.8;132877311.4
3325;4106605;4420870.75;4598868.65;4886757.99;5715578.9;504671.68;621536.5;885503.09;991796.26
3326;3129301;752073.24;932108.8;821560.93;988293.43;70973.95;10048.45;121854.58;270336.82
3327;3162203;1216088.13;1345906.99;1649123.94;1411959.08;40089.96;69437.76;76328.28;85074.29
3328;3108503;352399.67;358361.92;383452.2;315326.73;32.76;105.39;1976.4;424.83
3329;3144201;813144.99;827587.72;;1808653.21;12075.07;7227.38;;46423.6
3330;2509305;938115.05;1173170.21;1110799.12;1386884.49;27491;23927.79;13194.07;
3331;3109303;3202116.03;3965167.91;3983833.76;4215768.02;135062.42;140529.97;161849.93;139775.93
3332;3509452;876715.85;1480609.64;1056471.1;1121896.71;322804.57;332093.44;365461.45;399809.46
3333;3115805;938641.92;1563013.34;1253614.88;1313839.12;26760.5;26243.91;29564.04;32845.02
3334;4110003;1368770.86;1983018.62;1695298.96;;354856.69;429996.67;469821.87;
3335;5001102;3111913.59;6771745.27;8838561.3;8326884.39;;918171.82;1053282.57;1079147.8
3336;3552007;1324078.66;1417785.73;1623063.05;;160638.42;188447.02;201415.63;
3337;4110904;642631.44;871898.97;911711.58;1068942.46;207124.36;250832.66;223049.44;296895.53
3338;2411205;2151941.25;3639213.61;2961331.69;4567736.78;17322.83;652153.37;367667.64;460445.11
3339;2925808;1520876.73;1263103.35;2648227.61;1813036.65;17824.59;21364.38;18335.9;1728467.21
3340;4302808;5986574.17;5791589.42;6763769.13;8202099.15;2496589.57;1502471.39;2004777.26;2304703.39
3341;3115201;190451.48;256940.32;250192.71;249363.92;32575.48;35483.71;38276.35;44113.56
3342;3137304;308364.07;302531.51;286134.11;303550.55;7817.9;6441.43;11316.36;48181.44
3343;3127701;80628643.56;100692464.8;109795164.6;114539111.2;19176959.09;23434300.01;32056064.67;37333591.73
3344;5205455;4687617.54;4144483.99;4048005.74;8053468.26;388092.16;648954.63;221700;785000
3345;4114609;16399934.02;19983459.14;22647067.79;26050584.7;3188662.9;3446851.74;4964488.84;5474710.62
3346;3304409;3593624.26;3631304.68;4191553.56;4212429.87;560626.93;757964.49;807406.68;900940.93
3347;3166600;203074.53;221705.38;208466.42;193888.91;29543.1;8440.12;22656.42;22986.25
3348;4116208;7117824.9;7491532.94;8253278.69;11612103.04;333504.65;331223.06;386420.27;500361.5
3349;2104057;5830827.19;7646088.9;4389331.89;128388.74;254411.08;621895.11;517786.11;128216.86
3350;3552551;1444373.7;1407970.86;174828.31;2037615.26;61324.35;68305.03;277.24;89205.4
3351;2303105;1033257.04;1181422.56;1277653.11;1141576.69;88363.3;;;107142.01
3352;3125903;858211.83;875607.57;795690.28;833841.62;44515.04;67070.82;56187.56;56565.03
3353;3551900;2170725.16;2386421.51;2485315.95;2237651.96;307142.9;346331.93;391559.64;415382.4
3354;2805406;3461428.35;2171615.63;3677990.08;4439096.94;17427.4;12220.09;14701.01;16376.45
3355;3513504;259391306.2;268510452.6;281725873.3;244583666;64908681.58;67724023.95;83348198.34;92542443.75
3356;2414803;306301.49;379917.11;457356.38;653989.17;1249.9;3214.56;117831.48;185436.58
3357;3145208;10949332.16;17644088.26;17882180.75;20209808.38;2368713.2;2660472.95;3634432.59;4267240.77
3358;3509908;4226428.29;4653352.78;5094173.45;5237761.24;2125074.98;2240140.95;2436428.03;2569475.96
3359;2505204;188822.63;262859.54;227775.3;260741.08;1366.15;1857.8;2907.6;3792.85
3360;3300951;2361610.71;;2089692.82;;222449.74;;325613.97;
3361;2616100;458647.2;676058.68;666743.42;628215.35;57.82;13596.09;13959.75;13471.61
3362;3108305;2448250.03;2580901.63;2690758.59;2972850.37;784538.45;863628.81;930549.65;1037597.24
3363;5107008;2168073.52;3592051.48;4150473.39;5174092.74;93622.73;84890.1;86134.96;32750.1
3364;4123006;1915866.9;2315656.5;2469167.96;2778367.91;390590.99;413561.3;432708.76;511538.88
3365;1720200;291817.65;274858.95;246626.17;147076.96;;;;
3366;2921104;1239345.34;1288863.23;1451260.92;1456222.69;42328.24;95623.5;31743.5;
3367;4120309;532522.13;526836.56;614549.68;575756.57;82178.48;78428.07;112825.89;111257.4
3368;2300507;625231;245545.75;202556.89;;16000;;;
3369;2911303;773975.44;1767901.46;;;3768.35;;;
3370;3115607;111113.02;134691.47;148362.83;162885.22;10111.53;4699.44;24682.89;21748.94
3371;2407500;1005248.54;1110155.88;14512024.48;1402050.52;207410.44;79014.95;277433.03;445347.14
3372;2310506;2089646.08;2379594.5;2865783.92;2300348.43;92647.78;54935.32;41407.76;43237.99
3373;2914703;6743969.48;8120004.68;8736994.07;9605875.65;450264.16;538365.02;779898.34;842378.07
3374;4319604;4591229;5582549;5432597;5957313.73;1194254;1316068;1449047;1621165.38
3375;1703057;316264.93;458349.71;458502.99;873755.5;2800;6590.15;320.67;
3376;4318614;488020.6;526570.44;441545.88;601285.39;38145.9;42703.58;44829.07;49401.26
3377;3104205;7417875.86;12614976.81;15466659.66;18537325.23;784478.75;864753.9;1063695.54;1206094.39
3378;3165008;581089.5;770655.63;798678.58;1027168.11;60020.52;60353.35;68579.04;70840.66
3379;3102050;529402.24;577866.12;613244.09;727922.6;85673.81;92468.2;98535.75;118370.69
3380;5107743;1161612.84;495799.19;644841.12;;27219.63;33665.2;25151.22;
3381;2709400;2252170.31;1975877.5;1958112.37;2171417.44;121537.46;86250.67;88334.25;115266.64
3382;3532058;862457.83;786685.4;917140.73;923411.65;163563.55;139541.34;144288.41;271459.62
3383;2100907;1143166.39;742941.59;;1760289.6;10918.07;2868.55;;7643.52
3384;1716604;1752372.11;2676902.3;1708956.07;3081144.73;9218.24;79349.92;25318.4;37682.92
3385;3111002;1477595.18;2361285.28;2462141.89;2370052.01;323122.71;479301.21;564248.93;582435.13
3386;1200203;16558349.78;11366771.46;9480254.6;20246555.43;968008.91;964706.49;1066547.63;1273112.91
3387;2403509;148448.5;173464.02;187091.29;338235.83;545.32;9721.06;7903.31;5238.99
3388;2604502;1625815.28;1648139.11;1664858.36;1783526.65;426712.93;121115.9;148096.31;50277.19
3389;3115474;281998.32;334409.88;245287.19;286115.16;847.85;878.27;2497.49;2000.01
3390;2915403;468560.07;629692.25;614232.85;354616.76;2662.95;922.88;24823.71;
3391;3300308;24401069.13;;25656747.8;24938253.65;3967291.13;;4346853.54;4711749.33
3392;2405405;160384.99;87549.08;58052.94;;8386.61;747.31;185.8;
3393;2110005;2491099.31;3292911.32;2714071.91;3818914.48;48916.76;54418.2;64201.79;43863.21
3394;2702009;561844.14;495691.26;589580.68;;385;385;420;
3395;2505352;238774.05;241949.99;205775.4;166353.75;7918.68;2328.79;7065.1;7323.1
3396;2506202;147106.08;138212.11;141475.62;;3490.55;2240;;
3397;2614808;2325411.71;3660255.37;2166004.77;2617852.21;110369.65;105223.18;102811.18;92282
3398;3168606;17339316.91;20859487.65;23164769.75;25236213.15;3492599.01;4297119.36;5177146.65;5469241.58
3399;2108801;611619.29;852675.95;785050.67;636595.33;15359.07;11585.03;6674.15;6511.65
3400;2502706;128068.76;163825.97;144944.76;229125.36;4313;1514;;600
3401;1200344;496006.61;538808.03;1082402.05;1402588.05;42871.71;29370.43;35025.61;45330.01
3402;2602209;2041639.01;1232477.96;1025163.91;1664065.13;11985.23;;;
3403;2406601;250142.06;226686.52;400819.97;262882.41;182.5;261.82;1511.1;2163.33
3404;5220454;27392291.26;34878896.91;36867722.02;37663896.17;6795460.32;8969647.06;10277278.2;10793732.56
3405;2409332;303485.49;243989.22;266621.92;;3107.99;2059.85;;
3406;2210953;75258.38;131731.85;119787.62;120578.93;530;323.47;409;98
3407;1303304;604045.26;651660.51;657255.94;1004292.91;9331.88;3453.72;;31672.32
3408;2920601;6675491.28;2550183.99;7491186.92;4771828.14;976786.92;;;759496.21
3409;2505808;165718.65;179308.41;188348.84;204959.62;5946.83;4668.49;4651.5;1396.78
3410;2918803;1327213.71;1804105.77;883164.57;;33759.95;36590.83;45502.5;
3411;2111250;469448.53;271213.77;381965.04;94763.88;24568.8;15033.43;24055.55;17844.16
3412;2105203;409335.9;717139.63;427511.77;428408.86;6632.5;8946.97;4138.95;3642.04
3413;2106003;2453838.07;1528960.08;6889062.14;4132685.26;4314.61;2304.65;3184.86;2195.14
3414;2409407;1820434.52;7072038.88;5517811.11;;145254.77;906626.01;891961.14;
3415;3171600;665761.47;831849;1301606.02;1064747.41;43982.33;39694.97;55452.7;73435.81
3416;1701101;312626.17;563135.44;375655.11;955997.96;;74.67;187.43;39.24
3417;3108552;1246801.22;1656812.14;2587339.01;3210085.1;77342.25;77573.64;104193.13;131559.95
3418;2508406;155950.94;175494.32;149614.47;144751.06;871.3;2961.86;1194.74;403.17
3419;3159100;225795.96;269082.21;292629.58;290143.71;19784.69;24420.45;15666.82;20277.03
3420;2701407;1460384.34;;6506869.35;;47800;;170449.07;
3421;4122909;435229.76;463958.17;390949.98;422842.82;48476.07;51919.04;83615.24;91817.88
3422;2911709;16344409.28;18748962.48;20656659.81;22188322.33;1476744.44;1814590.62;2090551.45;2335590.92
3423;3503604;1325982.12;1469649.68;1109429.9;1020590.63;140978.11;168657.99;164323.54;154540.6
3424;1501006;313790.39;;;;;;;
3425;2410603;138872.03;;187356.91;263683.23;3371.23;;8059.65;240
3426;4305504;426518.17;289895.89;608163.73;585127.58;83888.16;99004.19;103935.41;109913.44
3427;2931301;1074524.27;;1161951.55;1255459.06;18134.11;;35986.56;37860.84
3428;2510105;346357;387687.84;362065.12;;26726.89;32230.99;24719.92;
3429;1709807;228774.67;146687.62;296131.65;306799.19;196.89;;;
3430;2111409;475675.24;864618.18;579388.72;136010.98;20728;15546.78;20000;21701.62
3431;3169604;4397377.27;4751034;5495901.1;7289172.35;1015089.61;1232129.11;1219222.11;1149228.8
3432;4112504;1289162.82;2026120.6;2599713.68;2273810.34;112903.86;197774.22;838520.04;202522.78
3433;3114006;1056286.44;1237680.41;1308579.96;1193137.6;126538.75;135765.79;103925.87;176115.67
3434;4316733;180667.28;421977.83;326718.63;351183.54;31110.16;15140.81;32410.74;43912.22
3435;3505005;343702.98;389411.54;429054.94;273363.83;90099.49;99282.23;112553.99;
3436;1301654;126637.72;340148.77;553786.64;;5514.05;21456.84;31146.34;
3437;4311304;9392090.8;;11084192.23;11238715.23;1644110.42;;2144732.7;2432841.32
3438;2303402;673225.41;708945.43;798606.7;946495.94;13346.53;8515.79;19475.06;15867.96
3439;2504900;518479.98;408370.33;;;624.57;2279.56;;
3440;2615201;508461.63;566484.78;838058.45;220156.33;11318;12214.97;59243.56;49749.01
3441;4121257;306705.29;318188.48;426177.81;374669.28;30163.93;27793.84;32047.28;37982.9
3442;3147501;1114340.22;1129825.65;327816.42;295706.9;1654.46;1048;1577;
3443;3144508;1345261.82;1689990.4;1848310.07;2197649.27;87691.84;123025.76;135166.6;
3444;2910503;6812654.74;8159324.22;11043872.04;9580129.89;352610.57;351824.39;539235.84;1277.21
3445;2408409;334286.87;356514.24;291836.73;;20351.14;17000.34;4600;
3446;2300200;5974255.95;8411359.19;4657982.48;4535778.39;165886.6;141598.61;114819.65;156410.38
3447;3532827;672968.2;1046209.12;844424.14;753505.78;10854.91;10710.96;10375.4;12059.38
3448;2411700;99561.52;137364.61;108372.23;;15899.09;17968.07;13687.35;
3449;3160009;247377.76;257209.41;323576.31;;39029.03;40001;42802.06;
3450;2506707;287177.11;276311.36;515015.83;750868.37;10324.22;7808.93;1854.15;2699.89
3451;4207908;1579803.58;2081141.6;2702682.89;2985485.36;267899;802250.23;1396674.73;1275103.03
3452;2927002;3184454.54;3245695.15;2518109.4;2681691.75;93378.99;98774.18;117999.12;143233.02
3453;2401404;622333.68;599033.08;629443.53;940004.55;63941.37;78334.92;76587.18;84029.21
3454;3148707;1946561.13;1878037.83;2118385.71;1785628.85;408564.39;;398832.71;121644.62
3455;3154150;350748.9;349234.05;327948.57;393919.84;10026.85;14492.14;17282.08;19549.96
3456;3124104;12179364.67;12893305.29;13283187.03;14800075.25;3347137.67;4082670.9;4100737.76;5036993.59
3457;2708709;163663.44;505611.31;840259.97;;14051.22;14309.05;13087.5;
3458;2611533;337804.92;397407.74;474748.7;568322.32;143.69;46851.95;42080.06;18042.99
3459;1302702;2018901.45;3134061.31;2654045.46;3451311.48;79;8772.27;11622.88;1402.05
3460;3162922;7313016.19;7305558.26;6264568.29;4781660.23;743891.67;725502.35;832268.42;791840.34
3461;3302270;10080220.6;9989047.56;8921877.52;10414628.12;819116.42;1037324.23;902954.39;785302.5
3462;3119609;375137.33;464723.75;;478430.83;23444.45;25342.91;;35480.21
3463;2103604;3130040.37;5250327.86;1688333.18;4428537.79;19199.15;38613.44;243806.91;
3464;3506201;1508073.19;1149866.56;931917.49;256949.24;54659.09;62495.04;68341.95;79548.85
3465;4202156;271543.55;396440.33;346513.78;382934.98;36331.97;38248.4;40439.82;40545.01
3466;2408607;130069.67;144702.22;141817.6;94816.72;0.03;;148.8;239.96
3467;1100064;2451376.09;3045337.59;2663914.51;3329823.87;294420.34;277312.52;292882.91;325413.5
3468;3100609;586475.62;1111933.76;742596.72;924537.04;14398.25;10243.43;20129.6;1528.97
3469;2906709;1361019.17;2219250.06;2369150.14;351524.37;;256266.09;262921.97;16405.99
3470;2909208;1442922.83;1414226.82;1274493.35;2551997.46;422770;287195;13540;193200
3471;2605004;776854.26;2201242.01;1614199.41;1509179.13;111373.59;129495.11;134809.3;136948.58
3472;1712504;807748.21;685136.44;751084.98;512372.63;3573.05;7903.2;1856.63;3001.05
3473;4312427;492509.25;;376794.65;377939.92;34436.01;40890.02;42691.37;58449.16
3474;2805505;610590.27;803892.09;674725.43;3400680.33;180140.34;134699.71;199619.72;120393.19
3475;4321436;1686475.54;2112273.55;2336075.72;2809570.84;330983.27;710875.07;1029325.06;1215704.36
3476;2404200;2747344.01;3039942.07;3207757.71;3999154.41;70355.93;73474.32;178258.8;209371.74
3477;2903805;381763.56;341760;931609.13;917693.3;;14120.39;39911.73;28189.96
3478;3115102;2911072.49;3409250.06;3458649.31;4496024.59;988271.07;1027359.95;1157515.17;1298667.64
3479;3145356;536498;462379.94;426784.9;525574.5;51042.77;60169.48;58696.89;59497.76
3480;2709103;1673433.83;2155330.8;360855.84;1254167.49;30581.55;70517.47;36423.54;29758.96
3481;2703502;296129.45;361129.04;99656.06;;;1653.03;;
3482;3117900;1110912.9;1354539.68;1486705.12;1451628.2;275737.52;295770.83;327760.43;373956.96
3483;3202504;2147218.96;2696360.53;3878553.71;3191531.18;153517.79;234732.61;215697.86;223241.53
3484;3204609;3653752.09;4195946.93;4753602.67;4666309.61;531086.73;572410.42;587859.78;714753.12
3485;3144375;210503;209715.51;312344.69;299598.88;26295.03;16438.92;7584.39;5952.09
3486;3150406;440195.93;514874.89;487810.17;531004.54;54519.73;58371.41;66202.24;90684.73
3487;3514957;337820.55;514949.59;426263.38;463956.41;114459.35;120705;116578.77;124740.16
3488;3509205;90265704.7;104729446.1;97282771.97;94093769.1;16406081.8;20367042.98;24123311.63;25952562.72
3489;1101450;336150.12;942314.02;457807.52;734017.32;6543.84;6217.92;5428.91;8389.25
3490;3102902;564308.57;;557966.18;631253.13;136651.54;;107867.84;86402.74
3491;2410108;364390.18;512795.75;554493.23;;4890;53863.68;61180.63;
3492;2514602;393352.39;379625.66;342666.67;370991.04;302.76;500.1;416.44;252.03
3493;2922508;1206692.46;1467253.7;1473666.91;1561528.55;86074.58;98410.24;103729.86;83576.22
3494;2928406;1355346.07;2136455.05;2328481.51;1657278.38;26296.63;37311.04;34487.81;
3495;1508001;8455912.88;7118014.21;5858901.46;5351529.39;114105.33;368293.75;321227.79;270972.95
3496;3117801;616551.81;782227.65;906918.6;799573.63;99355.13;63382.35;128437.27;95343.91
3497;3545209;44699405.56;55939762.19;63713144.41;72415023.87;17217068.82;24952110.19;29065106.5;32858938.99
3498;2102101;763745.36;692785.97;855354.26;;1498.99;1200.95;1085.4;
3499;4110409;473027.47;558582.08;629514.24;835414.04;48826.49;57741.69;59119.26;69213.46
3500;4102901;1470092.65;;1839204.31;2053003.59;336115.9;;403911.3;436809.95
3501;4205803;5251611.54;5321214.55;6029910.16;6574766.64;795757.17;1632953.41;2123504.64;1210658.85
3502;4115457;760245.81;;750033.57;618378.88;36670.1;;47004.85;32401.95
3503;3106002;3058074.45;3706359.12;3083836.56;3363720.95;38946.91;42363.04;48027.04;61076.95
3504;3305208;26582963.2;;31343384.72;32635501.35;8666784.55;;10008751.93;10927219.15
3505;2924702;326372.28;957815.6;436222.84;;1767.2;9117.78;7744.86;
3506;3125705;2092373.61;1901476.26;;;293094.23;297321.33;;
3507;2516805;243301.54;285149.84;250302.09;230736.13;22229.27;24428.64;19544.52;19576.71
3508;2707503;3130505.57;1273501.82;1156312.18;1823360.04;1207.9;20;546.05;183.65
3509;3133907;248819.67;;450627.65;529164.65;28305.91;;16366.12;17507.65
3510;3147956;132387.78;224659.5;226461.59;345275.33;19182.06;1139.03;;
3511;1304062;2362250.38;3058429.89;;;153887.57;179415.48;;
3512;5211008;1540257.55;1550586.58;1889395.84;1396893.82;199212.57;125664.44;129612.27;84079.08
3513;2910305;177730.09;524957.62;486678.96;255000;10644.07;29642.66;38841.37;35000
3514;5201207;151486;;;179319.33;20893;;;8689.21
3515;3129004;684135.59;823789.8;931392.48;1017642.18;162598.55;252527.61;271079.55;323663.03
3516;3103504;32631614.19;33259962.81;39095741.29;;5291788.29;7352578.28;12515986.36;
3517;4119251;207161.67;150969.96;173217.17;248264.33;59711.39;50682.2;81450.08;97080.08
