;cod;rec_trib_2013;rec_trib_2014;rec_trib_2015;rec_trib_2016;iptu_2013;iptu_2014;iptu_2015;iptu_2016
968;3140902;4496129.32;;2317642.08;1909502.02;69147.37;;73215.01;104638.34
969;3519501;1912101.67;2515677.73;1995342.63;939059.83;74435.22;;86988.71;104204.16
970;4128005;6207669.48;6485541.92;7010515.93;8579398.31;697543.02;760283.28;869048.97;981342.36
971;3151701;1274992.83;1717765.61;2163942.46;2360045.32;418123.97;716085.89;988003.58;1007794.46
972;3542602;18744479.77;21840481.2;23864643.52;25154417.15;6802812.48;7644492.98;8301635.69;9090560.1
973;4202875;248628.73;325721.45;343553.49;638864.47;4782.96;5113.85;5048;22093.1
974;4213203;11430994.22;13474193.72;15202222.76;17688923.72;2545462.85;3002652.7;3499747.6;3888899.77
975;4216909;5796160.36;6836083.7;7371555.19;7326823.82;1978444.16;2170360.92;2258246.2;2565143.66
976;4313201;9521365.98;10612633.86;11795761.66;13496136.58;3349151.62;3850546.77;4581242.6;5105329.83
977;5210901;2110318.2;3021565.42;2486750.83;1657000;701840.21;782680.86;750211.37;1350000
978;3511300;3538501.52;5139119.66;5216996.55;5629150.47;636331.31;852390.96;968131.99;1089335.36
979;3522802;1835410.13;2041339.14;2463705.67;1057676.06;424867.72;703919.7;746473.19;830498.42
980;2507002;1187390.76;1395423.38;1502566.76;1636847.9;123616.97;128153.69;110875.1;143312.05
981;3130606;1073652.65;1224672.17;1228594.21;1360147.79;346163.55;373969.48;415086.52;456330.94
982;2303600;1038392.21;1049787.97;1171717.36;1320171.07;17467.65;9043.8;301.73;15260.66
983;4203501;1680851.19;2204992.65;2438381.55;2532913.79;413068.1;469846.08;495427.61;532169.95
984;1508050;2045856.52;697037.27;1018675.75;1037490.97;3094.64;7301.61;4849.3;2111
985;4318465;689159.74;256440.59;394121.44;464899.68;52417.85;54095.61;55687.37;64603.9
986;4306932;1403317.15;1775779.06;1917484.5;1907361.55;280413.77;304215.19;345056.21;369868.38
987;3517802;1824552.31;2005333.22;2158861.21;704526.83;372738.32;392163.74;401885.4;445828.6
988;4311155;1743218.17;2054208.58;2464843.36;2713196.87;165544.42;182117.42;180294.28;196017.49
989;5102686;4979309.61;;5302305.44;;329599.63;;383511.55;
990;2105922;470649.87;924691.67;316670.84;402106.38;121.54;544.15;178.75;329.71
991;3142106;502424.42;630586.3;698041.89;700594.39;96802.49;107339.37;116547.87;132716.49
992;5212600;422852.57;456318.37;568153.94;621556.74;18426.16;36348.55;38053.77;39818.76
993;2603207;615282.59;1622682.94;3676616.92;4684545.3;38;86.64;7006.71;19073.87
994;2804607;1506673.07;1419265.95;2171097.11;1950089.13;41586.46;107803.77;108960.08;260289.07
995;4317301;8649904.7;13586525.35;12105848.19;15838129.15;3169930.82;2993888.08;3641365.95;4048626.71
996;2807600;1429818.6;1783956.17;1945880.34;2498092.51;41185.53;24484.84;20566.21;15147.25
997;3539707;717724.27;1151035.52;807327.91;934133.43;67538.16;101407.25;84955.83;141239.07
998;3170479;332201.67;462543.91;317739;293447.77;17660.57;20440.29;25849.8;27119.94
999;2100402;201666.76;900772.27;418605.06;27320.44;4743.15;1866.7;2812.78;659.47
1000;3130804;267247.54;270470.42;333158.41;527733.36;20195.05;22225.81;25752.14;29880.85
1001;4318432;892587.73;1073988.64;1180360.09;1271919.37;267176.18;323760.49;331077.44;381555.03
1002;4115101;2144119.89;1522038.51;2495821.87;2562477.95;226317.51;249526.62;347076.5;396040.61
1003;1504208;122101465.6;128066828;111885862.3;96750069.25;3963465.14;4798724.56;4882447.31;4010112.08
1004;2912400;1157179.6;1329489.56;1011815.71;1257152.99;54653.95;23060.11;;22810.57
1005;3549409;17175319.09;19265193.81;19173067.87;20438216.88;6989125.03;8277308.92;8835300.26;9513141.92
1006;3535507;11700214.8;13488335.51;13007070.5;13563876.97;3128937.67;3293845.42;3692828.49;4115199.08
1007;4206108;846434.73;1225905.26;1444689.42;1358503.69;139696.06;154724.5;187768.88;206574.45
1008;3502101;19864659.13;20544800.52;21368563.29;23795007.63;6583642.55;7043919.14;7679836.56;8742863.57
1009;2911204;2688793.17;2987805.59;3005940.25;;178049.9;308296.25;205374.38;
1010;5006200;10942227.07;15818236.05;15943849.73;13213024.59;2867714.91;2910563.56;3313337.84;4018826.11
1011;3523404;59304707.14;72635629.06;82993900.12;84998433.48;24725618.84;27435611.53;32434620.6;34700839.09
1012;3520905;2941444.43;2941434.43;2927298.18;2925777.57;317161.74;344162.8;373453.21;413260.94
1013;2500908;470079.85;521637.23;;;12100.8;9704;;
1014;4214508;1059995.68;1345410.74;1505603.53;1552561.54;256862.99;285888.68;339978.33;398102.99
1015;2803906;457296.62;539455.6;609615.31;703920.95;1479.06;94.98;479.39;23.07
1016;4218202;18731611.77;20597883.66;22422591.76;24027648.46;5200083.42;6196602.76;6729222.92;7427259.29
1017;3114303;4579370.99;6033381.72;5935699.91;6588170.63;838062.55;929461.24;1022447.71;1030262.39
1018;2311603;1471742;1841788.4;1896794.54;2339331.66;23463.07;51787.62;41598.31;42021.52
1019;4312450;800268.68;850289.98;869066.34;1048648.91;176142.01;187449.94;200465.11;203329.16
1020;3162104;5267217.44;6274490.13;6464059.21;6849557.36;864530.29;1054078.48;1068953.89;1130919.57
1021;3537701;986079.21;1151602.48;1051323.51;1182024.87;178346.28;291830.43;327575.11;369388.1
1022;4308102;4791623.94;5370998.97;5830491.96;7080996.64;1684351.1;2062441.62;2387441.14;2740950.67
1023;4307104;1740739.53;1928708.7;2450218.54;2701153.88;244652.16;258139.29;593077.14;804037.68
1024;4210852;561137.82;540078.82;489283.99;535583.65;55692.23;72328.36;76875.69;73510.06
1025;4315313;256437.57;419043;545717.33;402716.59;19039.86;55508.9;57237.48;64360.79
1026;3531100;50807868.64;60489156.51;57773021.88;62287178.26;28844775.03;31382433.52;33189852.83;36610022.96
1027;2310803;827308.41;707073.93;848506.24;;15793.98;14947.29;12940.71;
1028;4309654;1751425.54;1383858.11;1347902.6;1908198.33;143702.72;318670.9;327029.55;304656.62
1029;2105427;2569714.15;2679530.83;3609620.46;5357855.4;25700.44;46025.31;32149.23;38297.01
1030;2203701;1261133.2;1466710.53;1793362.24;781565.68;56842.87;972.35;69145.93;20792.45
1031;3131158;980487.41;952633.57;776767.4;781537.33;92531.47;83459.95;88200.8;77181.63
1032;5007695;10340887.33;12153897.03;16173455.6;16223482.11;2774755.91;2679584.52;2919271.85;3159685.44
1033;4211892;318401.8;;782765.89;772088.42;19652.99;;23595.68;29267.32
1034;2801702;817360.25;748511.15;903064.08;1108408.07;7532.63;16871.55;22344.72;17999.53
1035;3554508;16194313.41;19608055.7;19704640.57;22184458.19;6015658.22;6339109.68;6920044.63;7868004.12
1036;4204806;8672292.86;9946341.47;11411757;12676220.64;2138082.11;2380675.22;2557769.93;2959921.9
1037;1100338;1516862.62;2394286.87;2703515.74;2672141.5;100203.94;192325.63;231844.75;199829.4
1038;2512721;126221.02;129527.93;141921.54;436843.81;5331.21;19954.77;9205.77;206031.43
1039;4304408;24093117.7;24866961.18;27503384.8;32722984.03;8898186.74;9382311.67;10372206.8;12195314.37
1040;2909307;4758066.66;;7065805.61;6663743.88;246863.93;;;369492.36
1041;3529708;4949815.19;5462987.9;6100529.79;7081549.03;713047.03;833064.54;950823.19;1001933.48
1042;3132909;1120355.15;1417610.91;1698796.73;1958556.06;166913.47;198374.95;196202.58;199639.39
1043;4308078;915348.56;;718246.15;824976.83;77106.81;;131101.49;151762.64
1044;3555604;3543984.83;4036858.25;4039783.37;4399998.31;516348.39;593435.8;660547.28;767746.62
1045;5202155;1563135.69;1153583.61;1347915.58;1696871.39;82143.01;88625.02;66119.38;69761.59
1046;4106555;505159.33;496298.74;903714.38;615955.56;82943.4;73543.46;93873.05;93997.69
1047;4113205;9821283.64;12409989.78;13648879.95;15453185.99;1915477.24;2421491.04;2547662.74;2813044.1
1048;4305173;769179.61;;650018.92;667199.13;134159.15;;161578.7;179105.23
1049;3167202;95229792.91;109390725.4;115349402.1;118889938.3;15842693.69;19488172.44;23247178.14;26604650.21
1050;4308706;1518827.05;1797855.03;2074649.61;2126959.27;;750594.25;791481.42;917160.79
1051;2806206;553577;679098.51;643727.58;1443020.21;19199.44;21600.51;57101.34;14303.09
1052;2927101;902222.71;1297776.04;823538.6;1099617.65;9869.29;12389.48;28674.2;24419.92
1053;2311801;5661780.75;6246458.79;7237203.55;6888355.73;353674.82;386488.06;420976.75;496262.9
1054;2102804;2801739.98;2128946.04;1912179.3;2053887.73;101972.54;;46806.38;84104.15
1055;4311239;162456.86;;202469.42;239493.1;28990.27;;35839.17;41885.73
1056;3512001;5896333.36;6689517.65;6386092.39;6735286.8;1682238.84;2020842.03;1679923.42;1909250.51
1057;3532801;1292168.39;1569523.2;1456681.03;1635910.87;152570.43;220353.91;273287.5;284570.08
1058;4218400;708662.29;802827.57;1053845.13;1247914.89;209001.42;220240.12;391088.32;500500.51
1059;2111805;935810.36;1673887.75;1176913.88;260798.73;2664.8;14682.22;17975.9;6193.1
1060;4206751;325648.35;475475.2;657822.86;775835.67;48600.85;61546.07;66517.83;191442.04
1061;5220207;5181849.89;7082141.63;5409268.62;5970644.57;808204.79;970510.28;775636.79;5572514
1062;5005806;1761570.91;3301678.44;2500040.6;2388925.75;265887.99;201353.54;190884.52;329845.21
1063;3550803;2274678.14;2519996.37;2728652.05;3250342.84;1334628.57;1383880.21;1572960.02;1724792.2
1064;2927903;500914.81;488477.53;;765729.98;3142.55;3040.3;;
1065;3520806;585099.85;841952.96;752795.54;393180.95;227330.45;242131.08;256934.51;280531.81
1066;3165107;775451.56;894511.51;1016506.92;1349012.54;189624.08;207659;231929.69;267881.84
1067;3534104;1239599.97;1287182.53;1725289.82;1514174.99;293718.8;312162.78;325066.21;345561.11
1068;3506607;3474972.92;;4518213.27;5172651.86;1794605.09;;1349279.76;1503236.08
1069;3135704;1446857.89;920504.38;742840.18;701026.67;53799.98;67575.24;82399.25;111126.73
1070;2801603;402375.95;326729.74;313622.43;499885.31;165.41;1842.93;1753.45;2112.65
1071;4209300;41210966.61;46287360.09;52420359.3;56999818.83;6247419.09;6819270.69;7914958.75;9538410.86
1072;2513604;283650.51;207821.48;197342.45;333782.05;1174.93;4499.48;1741.42;3440.45
1073;2312205;2470768.98;2853533.39;3108461.44;2665586.1;235647.43;253767.13;283992.54;349971.55
1074;2800506;968538.04;1454542.01;1301888.69;1641166.63;4384;29.3;407;5119.2
1075;3515509;22579818.39;26982134.89;28928764.18;31509576.63;7510407.73;8439368.78;9553321.54;10972592.01
1076;4303202;311071.91;375107.43;370722.43;424132.39;63000.48;74030.11;78527.5;85675.14
1077;2805604;1424782.7;1541500.53;1301281.47;2234908.62;;;;
1078;2400406;181848.69;233312.95;239270.86;287124.63;7310;8615;6830;5130
1079;3504107;104557427;133215326.7;137946900.5;149573226.9;46125074.75;61768210.39;66360912.06;74235455.8
1080;3171501;228269.95;262613.82;199959.69;272155.55;15802.25;14973.4;15180.15;8876.7
1081;4314308;1040664.14;1013354.7;1390957.68;1380996.82;152699.34;179115.24;199393.26;205797.61
1082;1500131;240022.72;757535.19;487369.31;;12399.85;214229.06;34024.08;
1083;2303907;173380.04;674074.87;584171.45;659379.23;4700.37;4381.35;971.95;58.44
1084;4202404;221633356.1;265860328.9;283240254.4;316864144.5;50512182.17;69208357.39;65645867.68;84083677.97
1085;4200804;666932.99;798619.95;1096401.84;1440967.28;93408;97666.45;110122.83;89023.42
1086;4307054;505745.73;499090.59;564574.48;584523.03;109060.53;127461.89;141442.95;147811.38
1087;4204558;5824721.28;5478080.92;4633114.48;5858964.42;539339.88;577011.96;640809.65;631667.3
1088;3204955;1319945.35;1267733.34;972834.88;981832.43;60540.66;59848.65;59969.12;61428.8
1089;2208700;263614.49;398785.42;205696.63;;6040.31;10005.54;1324.97;
1090;3105905;7606640.11;11043020.21;11710057.21;5759471.29;363377.73;396746.21;470913.49;510836.02
1091;5000609;5776556.77;7131446.67;8422601.97;9254232.88;1386164.45;1414767.9;1885178.83;1767100.8
1092;4212502;11846151.76;13727515.95;12293733.11;15670321.63;5349334.25;6574370.27;6701296.15;6937255.16
1093;4201257;2360953.24;2352757.74;2395132.64;2603586.39;407267.36;;535726.84;621416.51
1094;4104501;5552232.97;;4808652.8;8242819.16;482387.58;;572521.5;647590.04
