;region_id;month;gdp_region;fpm;idhm;pop;unemployment;itbi;treasure;iptu
9709;4305108;23;;11084995.13;;;;5749261.07;301737565.47;11313967.05
14881;4305108;35;5836965000.0;13750445.89;;;;7737035.98;366745388.61;13889300.77
17013;4305108;47;6719671000.0;14268333.44;;;;7918756.38;447165489.31;17057444.66
26093;4305108;59;8202051000.0;15400206.0;;;;8560359.19;501022873.4;18673320.36
29573;4305108;71;8786700000.0;19252097.28;;;;11627351.02;521294520.46;20844439.89
37390;4305108;83;9173412000.0;20401799.02;;;;12463500.76;567842003.7;23314541.37
40484;4305108;95;10448428000.0;23185571.29;;;;18318118.4;655311993.7;24986830.41
46741;4305108;107;12394125000.0;31527387.15;;;;25153396.39;778521534.6;27700354.72
50442;4305108;119;12579455000.0;29222861.72;;;;22530964.71;852422619.57;35478339.72
56216;4305108;131;16471201000.0;31276803.53;0.782;435564.0;;27193171.52;964349623.55;38648376.82
61583;4305108;143;18800366000.0;38293982.74;;;;37603387.46;1111339156.74;51471296.31
68181;4305108;155;20150488000.0;39455951.19;;;4.3;42416320.99;1259654259.56;57835192.65
76253;4305108;167;21396940000.0;41118797.99;;;5.2;;320939249.3;66582430.56
79393;4305108;179;22376338000.0;45277408.16;;;4.7;;347185149.8;74258751.02
84406;4305108;191;;47922036.97;;;7.0;;367387361.8;82705350.52
91353;4305108;203;;55880397.27;;479236.0;9.9;;407547665.2;107133920.4
96266;4305108;215;;20289005.5;;;;;;
2943;4306403;11;;2124930.48;0.6759999999999999;22435.0;;133816.52;11301886.82;877000.57
9944;4306403;23;;2389164.1;;;;170437.38;13727284.9;940423.46
15098;4306403;35;472523000.0;2957731.55;;;;185857.83;17680044.15;1106691.0
17028;4306403;47;508709000.0;3599672.71;;;;254528.03;21261789.26;1336378.46
26271;4306403;59;568450000.0;3993123.25;;;;279617.47;24508576.33;1597126.2
29515;4306403;71;577049000.0;4995578.36;;;;335996.49;27749742.3;1739655.94
37339;4306403;83;585905000.0;5548604.49;;;;401582.59;28598674.42;2055071.71
40522;4306403;95;619577000.0;6426119.58;;;;440068.63;31597601.2;2136915.13
46920;4306403;107;633458000.0;8029304.4;;;;608892.52;37483407.19;2281903.89
50511;4306403;119;679122000.0;7525895.27;;;;765456.72;39977612.89;2564397.22
56088;4306403;131;947058000.0;8082436.54;0.743;27572.0;;1232459.84;45945077.69;2795647.14
61586;4306403;143;1033627000.0;9985617.76;;;;1242302.67;54476668.02;3069500.76
68062;4306403;155;1208096000.0;10308995.35;;;4.3;1123035.6;59084098.09;3442290.38
76423;4306403;167;1323858000.0;11072744.88;;;5.2;;10594580.0;3869073.38
79403;4306403;179;1495884000.0;11908515.68;;;4.7;;11798109.11;4167478.69
84580;4306403;191;;12684995.43;;;7.0;;14598409.15;6378984.06
91163;4306403;203;;14807482.11;;30472.0;9.9;;15198542.12;5476762.83
96255;4306403;215;;5371072.54;;;;;;
3357;4306767;11;;2479085.51;0.62;27268.0;;175667.96;16778204.33;352426.71
9763;4306767;23;;2787357.92;;;;214815.83;19270738.51;476412.32
15102;4306767;35;465692000.0;3450686.83;;;;237918.88;24050680.1;419503.26
17092;4306767;47;612983000.0;3600269.68;;;;328851.61;30352068.47;543446.03
26196;4306767;59;748919000.0;3993123.25;;;;345160.98;30371189.76;544097.1
29501;4306767;71;954959000.0;5702863.04;;;;249575.52;38247586.75;564797.32
37250;4306767;83;1139454000.0;6339045.02;;;;287354.35;39664960.26;571212.34
40495;4306767;95;706504000.0;7344136.61;;;;311129.59;44289010.43;621160.96
46750;4306767;107;527567000.0;9176347.78;;;;577513.5;62567673.54;620168.56
50429;4306767;119;586460000.0;8601023.15;;;;854672.69;69986726.12;703884.77
56049;4306767;131;682532000.0;9237070.27;0.7170000000000001;34343.0;;1084031.59;76386671.09;743084.4
61600;4306767;143;747105000.0;11412134.59;;;;1411107.14;74260487.01;952965.03
68000;4306767;155;789144000.0;11781708.9;;;4.3;1300817.59;75066436.93;1012178.06
76455;4306767;167;960838000.0;12654565.58;;;5.2;;22139598.06;1163763.28
79348;4306767;179;1197148000.0;13609732.18;;;4.7;;24932864.57;1781330.94
84464;4306767;191;;16309279.65;;;7.0;;23679565.73;2104283.16
91283;4306767;203;;19038191.22;;38199.0;9.9;;28228198.95;2405556.58
96153;4306767;215;;6905664.65;;;;;;
3025;4307609;11;;2833240.53;0.674;35132.0;;165900.98;17434226.28;1212165.0
9779;4307609;23;;3185551.9;;;;217856.01;21129468.14;1450215.9
15043;4307609;35;428157000.0;3943641.97;;;;228271.88;26738905.29;1733240.22
17086;4307609;47;534244000.0;4114593.75;;;;298319.35;33161292.93;2179426.79
26197;4307609;59;596265000.0;4563569.37;;;;295055.85;36651762.05;2408143.96
29533;4307609;71;612909000.0;6416517.1;;;;492103.67;42568996.18;2778809.56
37340;4307609;83;626427000.0;7131702.73;;;;385669.49;43996980.92;2826815.39
40423;4307609;95;591771000.0;8262153.58;;;;511749.36;51232532.12;2991385.38
46938;4307609;107;620539000.0;10323391.21;;;;581651.74;61222308.11;3176355.74
50583;4307609;119;614757000.0;9676150.88;;;;859316.25;64626041.34;3690883.02
56458;4307609;131;890155000.0;10391704.05;0.757;42574.0;;865258.18;69798401.01;3742302.7
61233;4307609;143;954580000.0;12838651.37;;;;1091054.06;80920818.45;4487742.14
68035;4307609;155;1002388000.0;13254422.5;;;4.3;1351427.84;90497025.75;4892355.83
76426;4307609;167;1150481000.0;14236386.26;;;5.2;;15610605.39;5209791.88
79377;4307609;179;1299292000.0;17012165.19;;;4.7;;17453831.99;6856054.43
84487;4307609;191;;18121421.8;;;7.0;;18148078.05;7823373.03
91259;4307609;203;;21153545.77;;46877.0;9.9;;19736783.48;8362980.8
96347;4307609;215;;7672960.73;;;;;;
3160;4307708;11;;4604015.5;0.693;80048.0;;445351.45;43819794.17;2124196.15
9562;4307708;23;;5378344.72;;;;413117.59;49405658.05;2110133.39
15036;4307708;35;872701000.0;6408417.72;;;;447979.26;53853677.2;2464817.94
17101;4307708;47;1070519000.0;7199941.67;;;;469600.39;64994487.99;1971715.29
26199;4307708;59;994907000.0;7986246.06;;;;678933.06;72968445.89;3006157.78
29528;4307708;71;1097994000.0;9991156.17;;;;766759.91;79266597.1;2507218.09
37290;4307708;83;1293722000.0;11097208.33;;;;761858.59;85418579.07;2469506.73
40529;4307708;95;1377944000.0;12852238.64;;;;780264.1;102165850.8;3486994.03
46935;4307708;107;1586815000.0;14911564.89;;;;1154916.71;114373901.2;3308808.55
50512;4307708;119;1810714000.0;13976662.39;;;;1113811.28;116945365.97;4102126.61
56078;4307708;131;2096486000.0;15010239.07;0.754;80755.0;;1377991.19;143678478.41;4989950.11
61312;4307708;143;2211748000.0;18544718.46;;;;2265681.72;141841322.7;6134302.03
68034;4307708;155;2446932000.0;19145276.81;;;4.3;2020738.78;154261325.81;6313607.24
76430;4307708;167;2715260000.0;20563668.92;;;5.2;;23913867.62;6025514.03
79473;4307708;179;2930236000.0;23817031.09;;;4.7;;26708231.15;6016429.43
84648;4307708;191;;25369990.44;;;7.0;;28375636.04;6981247.05
90890;4307708;203;;29614963.98;;84114.0;9.9;;31472189.95;7104275.93
96095;4307708;215;;10742144.97;;;;;;
2952;4307906;11;;3895705.6;0.691;55293.0;;455463.6;30995401.91;827977.31
9901;4307906;23;;4380133.72;;;;359331.32;37328674.58;1077428.82
15113;4307906;35;839286000.0;5422507.41;;;;648422.3;41464385.71;1218553.37
17107;4307906;47;945089000.0;5657566.2;;;;455664.81;52039123.58;1550358.4
26229;4307906;59;1079660000.0;6274907.62;;;;647052.28;58592189.01;1836128.26
29560;4307906;71;1173497000.0;7850194.31;;;;827957.7;64316405.11;2234491.51
37363;4307906;83;1204814000.0;9509285.44;;;;843060.85;69661817.45;2234443.9
40561;4307906;95;1224109000.0;11016204.47;;;;1087888.3;81909151.82;2271429.25
46918;4307906;107;1354214000.0;12617478.03;;;;1408089.28;94335116.38;2419247.45
50472;4307906;119;1490209000.0;12901534.47;;;;1727998.83;100254830.05;2786017.96
56026;4307906;131;1853766000.0;13855605.29;0.777;63635.0;;1778799.36;113300727.39;3051733.26
61288;4307906;143;2021205000.0;17118201.65;;;;2153674.28;132850700.49;3407111.97
67983;4307906;155;2128240000.0;17672563.15;;;4.3;3241921.04;162436308.67;3594024.57
76560;4307906;167;2430377000.0;18981848.17;;;5.2;;26589968.98;4578632.65
79333;4307906;179;2724987000.0;20414598.21;;;4.7;;29160787.52;5551538.4
84561;4307906;191;;21745706.13;;;7.0;;30658359.8;6329111.68
91167;4307906;203;;25384254.86;;69066.0;9.9;;34282258.97;7128849.99
96209;4307906;215;;9207552.85;;;;;;
3247;4309209;11;;9794408.63;0.6609999999999999;232623.0;;1128353.38;80261039.89;1730483.73
9602;4309209;23;;11084992.89;;;;1034586.54;94010277.59;1978625.63
15126;4309209;35;2469970000.0;13750439.75;;;;1287954.0;105740872.0;2482963.0
17338;4309209;47;2692272000.0;14268332.87;;;;1454882.01;127258932.98;2568264.82
26375;4309209;59;3079346000.0;15400202.36;;;;1453462.5;168658221.5;3903203.36
29468;4309209;71;3317107000.0;19252101.17;;;;1916170.71;169652186.0;3873008.71
37115;4309209;83;3710736000.0;20401800.35;;;;1938360.78;210172045.4;5153142.81
40452;4309209;95;4916089000.0;23185568.64;;;;2565855.47;238653746.2;6159427.8
46782;4309209;107;5381050000.0;31527387.15;;;;3121618.32;315723518.7;6104525.77
50508;4309209;119;5599722000.0;29222861.72;;;;3484379.96;327506354.82;6437885.79
56096;4309209;131;7295813000.0;31276803.53;0.736;255660.0;;4665814.94;389670079.17;8452082.65
61472;4309209;143;7984452000.0;38293982.74;;;;6022839.8;441300353.3;8672266.57
68089;4309209;155;8412249000.0;39455951.19;;;4.3;7876668.93;492556479.39;9187120.63
76605;4309209;167;10192685000.0;41118797.99;;;5.2;;71724341.26;9732528.22
79428;4309209;179;10863524000.0;45277408.16;;;4.7;;90877044.43;16556668.0
84454;4309209;191;;47922036.97;;;7.0;;87763188.26;12049609.04
90958;4309209;203;;55880397.27;;273742.0;9.9;;106868104.5;16556772.09
96407;4309209;215;;20289005.5;;;;;;
3163;4309308;11;;5312325.57;0.654;94307.0;;333980.95;28689682.27;367264.67
9564;4309308;23;;5972909.44;;;;320571.61;38298636.38;409833.42
14983;4309308;35;691936000.0;7394328.14;;;;367010.0;45844976.08;643778.71
17315;4309308;47;1121622000.0;7714862.78;;;;415368.71;56616428.95;649551.44
26335;4309308;59;1236961000.0;8556692.12;;;;459695.51;59141409.06;939652.49
29423;4309308;71;1456751000.0;11412094.93;;;;678107.51;66361994.1;1057625.79
37053;4309308;83;1865805000.0;12680306.59;;;;583312.92;73222564.51;1451987.2
40633;4309308;95;1954704000.0;14688272.64;;;;771908.72;87773453.12;1586049.03
46902;4309308;107;2114433000.0;17205651.74;;;;966337.3;110430127.7;1702479.7
50607;4309308;119;2231899000.0;16126917.99;;;;992589.46;112514015.8;1568002.75
56170;4309308;131;2910560000.0;17319506.56;0.73;95204.0;;1111999.36;137729847.01;3117760.42
61369;4309308;143;3144562000.0;21397752.0;;;;1497501.97;161697072.0;2865171.72
68131;4309308;155;3601926000.0;22090703.93;;;4.3;1970119.42;183933659.74;3368008.79
76382;4309308;167;4170836000.0;23727310.22;;;5.2;;25715814.57;4225767.23
79409;4309308;179;5129396000.0;25518247.58;;;4.7;;33831241.47;2654311.65
84672;4309308;191;;27182132.63;;;7.0;;42798204.66;3385306.6
90981;4309308;203;;31730318.4;;99186.0;9.9;;39782660.52;4227834.44
96097;4309308;215;;11509441.04;;;;;;
3159;4310801;11;;1770775.58;0.6970000000000001;15318.0;;170817.18;9204902.17;385080.2
9659;4310801;23;;1990970.13;;;;145836.72;10804752.89;491017.07
14887;4310801;35;284904000.0;2464776.39;;;;190816.15;12619310.23;623221.96
17403;4310801;47;316311000.0;2571621.3;;;;179420.58;15191297.95;748334.01
26002;4310801;59;421114000.0;2852231.03;;;;227070.07;17298182.57;856504.31
29537;4310801;71;371006000.0;4275555.07;;;;253654.99;19974000.26;1069205.99
37147;4310801;83;365367000.0;4753729.71;;;;228759.95;21299400.71;1095468.62
40581;4310801;95;356037000.0;5508102.54;;;;380268.71;24342271.62;1167977.85
46860;4310801;107;403852000.0;6882260.97;;;;638224.14;29890232.03;1254799.31
50745;4310801;119;374018000.0;6450767.48;;;;767260.17;31678870.53;1387591.06
56252;4310801;131;507997000.0;6927802.81;0.784;19874.0;;796262.52;35104510.39;1595205.53
61411;4310801;143;552600000.0;8559101.03;;;;959986.05;41988444.47;1590844.6
68151;4310801;155;642772000.0;8836281.76;;;4.3;1081780.11;44137454.57;1820155.36
76212;4310801;167;715295000.0;9490924.3;;;5.2;;8061900.02;1983089.47
79269;4310801;179;792091000.0;10207299.22;;;4.7;;9473769.32;2193702.1
84829;4310801;191;;10872853.27;;;7.0;;10546042.69;4099645.42
90932;4310801;203;;12692127.59;;22270.0;9.9;;12820401.68;5581491.87
96140;4310801;215;;4603776.49;;;;;;
3366;4311627;11;;1062465.51;0.54;4414.0;;8632.1;2544185.19;9273.15
9810;4311627;23;;1194582.31;;;;4224.84;3003792.85;6307.88
15077;4311627;35;113382000.0;1478866.14;;;;10736.32;4150629.46;18600.94
17158;4311627;47;122303000.0;1542973.07;;;;9561.52;5196220.97;23627.2
26147;4311627;59;201036000.0;1711338.86;;;;13478.35;6380669.75;29327.55
29640;4311627;71;113651000.0;2140962.53;;;;13338.26;7087625.53;46992.56
37067;4311627;83;131961000.0;2377973.62;;;;14586.95;7306451.91;57411.53
40439;4311627;95;130907000.0;2754051.54;;;;22934.76;8826781.33;78317.96
46777;4311627;107;139859000.0;3441130.64;;;;11839.83;10733501.98;95255.07
50821;4311627;119;111323000.0;3225383.91;;;;18397.65;10789544.93;94957.3
56239;4311627;131;158709000.0;3463901.55;0.7120000000000001;5227.0;;17092.21;11359141.05;104578.08
61335;4311627;143;149478000.0;4279550.66;;;;36063.22;13418847.43;116442.73
67963;4311627;155;183418000.0;4418141.04;;;4.3;81870.87;15082757.13;161529.13
76190;4311627;167;224035000.0;4745462.25;;;5.2;;671498.38;199670.56
79511;4311627;179;307429000.0;5103649.71;;;4.7;;1103227.55;255899.58
84457;4311627;191;;5436426.79;;;7.0;;998862.07;272654.88
91257;4311627;203;;6346063.96;;5719.0;9.9;;962563.7;300561.19
96137;4311627;215;;2301888.28;;;;;;
2960;4312476;11;;1062465.51;0.6559999999999999;4984.0;;25658.0;3309008.0;150633.0
9744;4312476;23;;1194582.31;;;;55454.0;3836348.0;192629.0
15058;4312476;35;42023000.0;1478866.14;;;;39623.0;4568577.0;263278.0
17241;4312476;47;52412000.0;1542973.07;;;;67193.0;5958529.0;322000.0
26033;4312476;59;58853000.0;1711338.86;;;;67498.57;7065253.04;340158.53
29600;4312476;71;62625000.0;2140962.53;;;;59655.51;7717601.88;342586.25
37323;4312476;83;63201000.0;2377973.62;;;;70501.88;8195212.13;341738.18
40842;4312476;95;67961000.0;2754051.54;;;;62260.63;8753541.4;359089.37
46910;4312476;107;78575000.0;3441130.64;;;;74542.69;10371843.7;390208.66
50622;4312476;119;81839000.0;3225383.91;;;;77754.69;10775779.03;434299.87
56072;4312476;131;90962000.0;3463901.55;0.743;5676.0;;118149.29;12124088.87;458861.76
61289;4312476;143;95286000.0;4279550.66;;;;182130.88;14424269.68;512232.79
67968;4312476;155;114264000.0;4418141.04;;;4.3;128016.77;14093692.61;529813.77
76288;4312476;167;126408000.0;4745462.25;;;5.2;;1635233.85;557486.31
79494;4312476;179;136217000.0;5103649.71;;;4.7;;1671335.43;574442.82
84624;4312476;191;;5436426.79;;;7.0;;1969444.71;734926.72
91197;4312476;203;;6346063.96;;6143.0;9.9;;2239151.24;810808.12
96283;4312476;215;;2301888.28;;;;;;
3376;4313375;11;;1416620.5;0.609;15732.0;;93698.71;7238043.36;75128.04
9799;4313375;23;;1990970.13;;;;;;
14720;4313375;35;177795000.0;2463654.56;;;;121874.21;11943253.21;149098.19
17227;4313375;47;178732000.0;3084975.93;;;;103899.44;16009289.96;186962.16
26016;4313375;59;214435000.0;3422677.17;;;;341740.43;19096085.63;215735.61
29416;4313375;71;233790000.0;4281924.39;;;;192236.49;21530734.48;221566.35
37151;4313375;83;258165000.0;4755946.75;;;;239940.26;23827540.38;423607.41
40818;4313375;95;289135000.0;5508102.54;;;;288906.07;26307964.0;501497.7
46960;4313375;107;354278000.0;6882260.97;;;;372502.03;31340702.45;599466.91
50685;4313375;119;395646000.0;6450767.48;;;;440995.85;33427938.4;851222.74
56434;4313375;131;524361000.0;6927802.81;0.718;22716.0;;662844.76;39299511.41;893315.01
61229;4313375;143;650454000.0;8559101.03;;;;1061839.83;47881404.34;1115521.78
68361;4313375;155;780498000.0;8836281.76;;;4.3;1021747.66;54752070.27;1298621.32
76196;4313375;167;916384000.0;9490924.3;;;5.2;;8533187.97;1540039.44
79119;4313375;179;1082004000.0;11908515.68;;;4.7;;9659624.71;1747461.16
84469;4313375;191;;12684995.43;;;7.0;;11075231.83;2841561.1
91164;4313375;203;;14807482.11;;26086.0;9.9;;12445305.19;3397869.09
96164;4313375;215;;5371072.54;;;;;;
3079;4313409;11;;9794409.82;0.6709999999999999;236037.0;;2524662.3;114713038.86;8138480.38
9800;4313409;23;;11084995.13;;;;2841699.59;128325019.52;8968642.81
14714;4313409;35;2705290000.0;13750445.89;;;;3289623.46;148593382.07;11000863.51
17222;4313409;47;3049437000.0;14268333.06;;;;3277379.47;189406207.35;12682061.31
25953;4313409;59;3304764000.0;15400206.0;;;;3781049.62;224224184.0;14165278.0
29394;4313409;71;3662607000.0;19252101.3;;;;4530610.37;238778382.11;15472046.07
37113;4313409;83;3837965000.0;20401801.08;;;;4557929.31;254713645.2;15738498.09
40822;4313409;95;4114609000.0;23185568.64;;;;4340498.55;296176324.3;16455822.68
46543;4313409;107;4551449000.0;31527387.15;;;;6118210.95;352536978.1;17488735.42
50693;4313409;119;4549759000.0;29222861.72;;;;7015703.76;388703764.45;19966780.89
56447;4313409;131;5536880000.0;31276803.53;0.747;238940.0;;8479224.71;444275677.46;20541761.6
61291;4313409;143;6204124000.0;38293982.74;;;;8798527.5;545959261.37;21914660.78
68351;4313409;155;6521644000.0;39455951.19;;;4.3;12225285.46;586567736.85;23984823.03
76173;4313409;167;7053847000.0;41118797.99;;;5.2;;120242735.2;25827549.08
79150;4313409;179;7805986000.0;45277408.16;;;4.7;;130395545.4;27322237.49
84372;4313409;191;;47922036.97;;;7.0;;136773098.3;29246542.52
91308;4313409;203;;55880397.27;;249113.0;9.9;;149772266.7;32076176.44
96372;4313409;215;;20289005.5;;;;;;
3240;4314407;11;;9794409.82;0.66;322643.0;;1966412.24;122928004.8;7269410.18
9608;4314407;23;;11084995.13;;;;2064954.15;142588573.53;9081345.02
14730;4314407;35;1733276000.0;13750445.89;;;;2307363.19;195679539.42;15545520.74
17153;4314407;47;1959309000.0;14268333.06;;;;2476395.53;216891283.56;12910247.29
26268;4314407;59;2146149000.0;15400206.0;;;;2638320.17;245198991.1;13079142.64
29749;4314407;71;2327420000.0;19252101.3;;;;10927864.35;418542671.9;1866678.64
37205;4314407;83;2519152000.0;20401801.08;;;;3038025.72;263666491.8;13895174.51
40858;4314407;95;2953063000.0;23185568.64;;;;3827753.67;319819962.0;16790725.01
46560;4314407;107;3272437000.0;31527387.15;;;;5217409.73;348897665.9;17624184.29
50708;4314407;119;3525789000.0;29222861.72;;;;5802648.78;381899390.56;20174458.8
56428;4314407;131;4227940000.0;31276803.53;0.7390000000000001;328275.0;;6887113.46;424467029.69;24136466.61
61462;4314407;143;5266527000.0;38293982.74;;;;7549370.59;485082836.8;25206751.81
68406;4314407;155;5736428000.0;39455951.19;;;4.3;9230816.01;547710662.1599998;27480430.47
76329;4314407;167;5967011000.0;41118797.99;;;5.2;;92848713.58;29147826.98
79152;4314407;179;6657759000.0;45277408.16;;;4.7;;96443370.84;22008257.64
84422;4314407;191;;47922036.97;;;7.0;;119154684.5;42508110.92
90921;4314407;203;;55880397.27;;343651.0;9.9;;172803277.6;87934904.59
96447;4314407;215;;20289005.5;;;;;;
3114;4314803;11;;2479085.51;0.618;24657.0;;163337.0;12400337.0;152490.0
9524;4314803;23;;2787357.92;;;;113000.0;17018000.0;289000.0
14674;4314803;35;315056000.0;3450686.83;;;;207248.0;19051241.0;320634.0
17210;4314803;47;355821000.0;3600269.68;;;;245546.0;22133811.0;430831.0
26163;4314803;59;427674000.0;3993123.25;;;;307834.0;25197830.0;619084.0
29760;4314803;71;491649000.0;4995578.36;;;;192986.0;31443318.0;487640.0
37030;4314803;83;497562000.0;5548604.49;;;;314787.0;33597162.0;628407.0
40872;4314803;95;557403000.0;6426119.58;;;;326069.52;36272768.62;624318.87
46507;4314803;107;592106000.0;8029304.4;;;;382696.62;43249252.01;652291.92
50605;4314803;119;635643000.0;7525895.27;;;;446342.24;41593676.82;766663.59
56506;4314803;131;761657000.0;9237070.27;0.713;30920.0;;525314.74;47392950.48;855437.53
61314;4314803;143;843178000.0;11412134.59;;;;743299.76;59978545.71;932708.2
68401;4314803;155;839538000.0;11781708.9;;;4.3;908553.85;68663302.97;1136018.43
76457;4314803;167;971377000.0;12654565.58;;;5.2;;7834928.49;1257435.12
79072;4314803;179;1144743000.0;13609732.18;;;4.7;;8621653.93;1579902.67
84690;4314803;191;;14497137.56;;;7.0;;9618482.17;1594159.54
91102;4314803;203;;16922836.59;;34353.0;9.9;;10129979.31;1727006.56
96074;4314803;215;;6138368.61;;;;;;
3070;4314902;11;;30463952.77;0.7440000000000001;1357973.0;;40215574.62;1218731657.14;83450098.77
9745;4314902;23;;36038343.64;;;;42435727.78;1395477735.49;91942367.51
14672;4314902;35;18375317000.0;43947174.35;;;;55749530.82;1566348378.61;106866218.38
17046;4314902;47;20083633000.0;45251479.79;;;;55126624.18;1798827492.65;175027215.72
26154;4314902;59;22354511000.0;49237420.5;;;;64786741.91;1884695209.0;138685288.1
29762;4314902;71;26017800000.0;61659223.56;;;;72178868.36;2059009716.83;172208218.24
37006;4314902;83;28158961000.0;59913676.69;;;;86027026.32;2203259800.0;183456474.8
40863;4314902;95;31605965000.0;66829030.41;;;;105398971.6;2466538458.0;204514861.3
46531;4314902;107;35019398000.0;110291431.48;;;;125996893.5;2863979250.0;242748390.3
50643;4314902;119;37342471000.0;102876457.25;;;;131877889.1;3020117528.86;243203089.55
56493;4314902;131;42724992000.0;112686633.83;0.805;1409351.0;;153719193.71;3365888641.95;276018244.54
61493;4314902;143;48288171000.0;140183899.97;;;;187709019.86;3872449581.25;286322152.1
96837;4314902;146;;;;;5.5;;;
96838;4314902;149;;;;;4.8;;;
96839;4314902;152;;;;;4.8;;;
68400;4314902;155;54204832000.0;144918119.71;;;4.3;214123041.44;4149285359.35;282418446.62
96840;4314902;158;;;;;5.9;;;
96841;4314902;161;;;;;4.3;;;
96842;4314902;164;;;;;5.3;;;
76541;4314902;167;57920358000.0;137975905.8;;;5.2;;1526357658.0;299773952.8
96843;4314902;170;;;;;5.4;;;
96844;4314902;173;;;;;4.0;;;
96845;4314902;176;;;;;5.2;;;
79133;4314902;179;63990644000.0;171706239.72;;;4.7;;1682295385.0;337744506.4
96846;4314902;182;;;;;6.0;;;
96847;4314902;185;;;;;5.3;;;
96848;4314902;188;;;;;6.0;;;
84625;4314902;191;;181973635.4;;;7.0;;1765425681.0;352223032.4
96849;4314902;194;;;;;8.7;;;
96850;4314902;197;;;;;8.7;;;
96851;4314902;200;;;;;9.1;;;
91341;4314902;203;;213321052.58;;1481019.0;9.9;;1916371807.0;392768648.9
96852;4314902;206;;;;;10.0;;;
96288;4314902;215;;78506729.77;;;;;;
3000;4315602;11;;9794409.82;0.652;186026.0;;949483.26;74283273.06;3086934.42
9959;4315602;23;;11084995.13;;;;1103521.36;88177510.14;3351801.24
14693;4315602;35;1873916000.0;13750445.89;;;;1012986.75;109173902.24;3960505.83
17386;4315602;47;2453545000.0;14268333.06;;;;1103906.24;129415201.09;4697246.84
25959;4315602;59;2430940000.0;15400206.0;;;;1455960.71;147259708.1;5160477.82
29726;4315602;71;2236434000.0;19252101.3;;;;1797779.69;158978202.37;5643272.84
37112;4315602;83;2513033000.0;20401801.08;;;;1673047.79;165720630.9;5884744.99
40719;4315602;95;3685380000.0;23185568.64;;;;1921484.13;184467748.8;6094519.0
46656;4315602;107;4391321000.0;31527387.15;;;;2351471.92;215153957.3;6378686.38
50824;4315602;119;4592347000.0;29222861.72;;;;2888879.16;243610424.36;7100783.0
56491;4315602;131;5143121000.0;31276803.53;0.7440000000000001;197228.0;;3166062.63;296173089.96;7355700.25
61410;4315602;143;5417422000.0;38293982.74;;;;4184790.15;381665766.66;8304385.33
68243;4315602;155;6460758000.0;39455951.19;;;4.3;5703623.83;428252389.37;9070950.07
76403;4315602;167;8147934000.0;41118797.99;;;5.2;;141264887.9;10023241.92
79125;4315602;179;7357681000.0;45277408.16;;;4.7;;141035130.6;11132328.67
84531;4315602;191;;47922036.97;;;7.0;;138134047.1;11712081.34
91240;4315602;203;;55880397.27;;208641.0;9.9;;140425579.1;12899075.62
96339;4315602;215;;20289005.5;;;;;;
3066;4318705;11;;9794409.82;0.6559999999999999;193271.0;;1479254.71;100041370.71;6976676.27
9698;4318705;23;;11084995.13;;;;1401115.73;111750411.58;9456739.3
14863;4318705;35;1836150000.0;13750445.89;;;;1414402.11;139007534.76;9094205.3
17336;4318705;47;2075185000.0;14268333.06;;;;1843951.03;166565734.4;10296690.79
26030;4318705;59;2393270000.0;15400206.0;;;;1861966.93;199304622.3;9888502.01
29812;4318705;71;2527382000.0;19252101.3;;;;2113686.08;214436285.3;10940257.22
37318;4318705;83;2704875000.0;20401801.08;;;;2392935.76;233426493.2;12148681.41
40752;4318705;95;3138109000.0;23185568.64;;;;2971679.62;266340306.7;12781598.41
46599;4318705;107;3669354000.0;31527387.15;;;;3675172.22;308287035.7;14134202.14
50571;4318705;119;3733087000.0;29222861.72;;;;4154869.9;335933588.98;17307811.03
56387;4318705;131;4455336000.0;31276803.53;0.7390000000000001;214087.0;;5361548.91;386234020.03;17146787.96
61399;4318705;143;4752951000.0;38293982.74;;;;6010451.3;434095122.89;21954922.3
68405;4318705;155;5323534000.0;39455951.19;;;4.3;6610383.7;483185473.93;21444991.52
76383;4318705;167;5862969000.0;41118797.99;;;5.2;;97312135.14;25490836.14
79160;4318705;179;6745959000.0;45277408.16;;;4.7;;108083477.8;30605490.94
84553;4318705;191;;47922036.97;;;7.0;;108721019.3;28476735.1
91337;4318705;203;;55880397.27;;229678.0;9.9;;131412577.4;37855035.3
96204;4318705;215;;20289005.5;;;;;;
3264;4319901;11;;4249860.52;0.597;69183.0;;233932.95;27916296.56;1149154.38
9846;4319901;23;;4778327.66;;;;326340.24;31724922.89;1796303.97
14762;4319901;35;546718000.0;5915462.57;;;;328008.0;44330050.45;2163266.16
17390;4319901;47;622490000.0;6685617.53;;;;300358.08;54289624.98;2280987.87
26135;4319901;59;716769000.0;7415799.83;;;;427463.06;60831477.73;3005894.81
29795;4319901;71;758425000.0;9277502.23;;;;356715.51;64321231.22;3223349.92
37239;4319901;83;800242000.0;10304550.68;;;;463708.47;65592602.49;3305917.89
40772;4319901;95;833356000.0;11934221.59;;;;456277.96;75763603.11;3418057.99
46529;4319901;107;1140178000.0;14911564.89;;;;797314.91;94163710.82;3517794.81
50625;4319901;119;1163501000.0;13976662.39;;;;1059402.03;98806989.78;4069227.73
56359;4319901;131;1571774000.0;15010239.07;0.711;74985.0;;1294124.47;111605930.07;4320969.09
61201;4319901;143;1682676000.0;18544718.46;;;;1421590.05;135254691.11;4561705.99
68234;4319901;155;1956532000.0;19145276.81;;;4.3;1894862.64;140090691.5;4892311.75
