cod;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
3119807;16825;21430;22450;31030;33216;32911;33528;41217;43984;58781;68176;80193;77703
3119906;8933;9909;10747;12323;13724;15282;17596;18068;18680;21091;24230;26730;29286
3119955;48494;64462;74405;78439;89241;82441;91029;90366;111350;148502;154577;174585;193290
3120003;7778;9990;9926;11437;12340;17799;20319;21422;21260;19895;21087;23661;31646
3120102;11056;14805;15047;16817;14849;17258;19551;21657;26318;30364;34543;44835;44708
3120151;12174;13909;16794;18029;20599;23396;26618;29085;29483;33324;35731;41893;46101
3120201;37927;47410;62050;61445;70778;76689;79353;86959;91475;130534;127472;125125;137534
3120300;10566;11109;13243;16570;17209;18888;22435;24380;28155;34746;76741;58167;41625
3120409;16309;19598;23118;24845;28220;30580;35177;37505;41386;50850;56969;76002;84013
3120508;33420;39278;43222;49502;51702;57449;62765;74726;92542;130278;130786;123601;149221
3120607;12947;14736;17108;16108;20936;22774;26425;27001;31862;35449;41722;47723;51087
3120706;14747;16961;20332;22927;24219;27164;33076;37044;41281;48276;58898;62052;72254
3120805;44492;50155;54354;63341;66902;74683;86021;92243;105049;121040;140640;161947;178659
3120839;10553;11538;13408;14806;16793;16861;21573;21771;25568;32513;31508;36340;41488
3120870;25104;29459;40955;35488;20397;21736;26279;37520;38169;32619;38754;51885;55274
3120904;290699;326128;427959;419445;475388;638832;606775;681213;800197;841929;1059898;1220268;1244149
3121001;10693;11867;12481;13735;15279;17440;21014;22195;25427;29286;35909;45261;47105
3121100;66562;39032;45034;42998;35697;39276;35552;49217;50817;61464;61171;65847;77830
3121209;29790;37691;42728;49607;55200;62603;76916;83511;87556;122421;115651;122599;133967
3121258;64274;77311;141664;159274;183535;154383;156499;195974;235187;247270;239265;285507;260739
3121308;16786;20277;21924;21592;24018;29274;33657;31093;36998;39096;44499;51779;51385
3121407;15135;19404;20339;21041;23667;26530;29938;30295;38513;41030;44566;53508;58058
3121506;9044;9816;10796;12677;13552;14851;17619;18376;20586;23701;26060;29254;31581
3121605;137609;161249;177535;191072;216276;239270;286797;309503;381948;421303;488283;563269;609916
3121704;8257;9644;10129;11166;12055;14456;15224;17166;20119;21631;28111;25162;23269
3121803;18317;21391;23797;28458;30208;31481;36883;38471;41651;44146;47081;56391;61472
3121902;7593;8985;13064;14318;15257;16749;19879;21790;23021;27555;31325;36778;37838
3122009;50620;61799;63783;68008;74725;75661;105326;96528;113316;162248;180027;171696;195957
3122108;11347;13422;14428;15778;18764;20351;21789;23619;25700;26756;30433;38084;37779
3122207;13046;18908;21564;21943;21262;21257;28301;29434;30202;34501;38204;48365;46833
3122306;1354515;1564748;2019532;2222239;2462644;2736127;3199867;3001720;3417489;3955208;4399237;4958091;5335938
3122355;18764;23246;24296;29480;34584;37044;43321;47156;53489;85753;56301;64629;72500
3122405;21093;22856;29976;26380;34366;30845;38309;38719;47039;56207;60242;61034;65372
3122454;17653;16921;19761;22289;23367;32344;35381;38881;42083;53030;48882;53083;59750
3122470;11020;14576;14586;17850;18341;20395;23790;25247;28359;31516;36247;39152;42091
3122504;14376;15435;16616;18628;22223;24878;28511;25458;27702;29712;33413;36425;46699
3122603;8896;10662;11816;13564;14740;17077;19226;20462;26466;27583;31605;40246;43519
3122702;19352;21608;25271;28335;33081;35375;40150;38735;48994;54754;58553;62648;69738
3122801;7510;9217;9850;11591;11843;13271;13893;14567;16349;18172;20528;23218;24977
3122900;16646;18929;19966;23135;25315;26270;29697;30329;35994;43987;51234;52157;54929
3123007;37856;43368;49592;64363;43460;46740;88633;84449;110621;148076;171984;174295;192940
3123106;14474;17899;16837;21346;27901;28922;27012;25669;31433;40769;37305;66108;67607
3123205;59096;69624;78182;84752;92709;96918;105241;109421;121480;140118;154322;169891;183975
3123304;11521;12819;14139;15164;17506;18896;21916;20395;20680;26870;39325;38770;43329
3123403;8017;8378;9571;10346;12304;12684;12875;14158;15349;19130;20525;26550;41910
3123502;8657;10445;11367;13563;14450;15450;16034;19028;26724;31921;33891;41052;44867
3123528;26052;23865;28852;30376;37842;37578;42433;45956;49011;74130;70056;65502;77065
3123601;138733;141918;167889;252726;275422;253660;255874;230913;312673;374017;369535;334161;466234
3123700;28173;34029;37321;42806;46176;45759;51644;60203;65096;67031;76845;90297;103456
3123809;14628;16467;18629;21848;24052;25867;30453;32974;39324;43902;115904;58290;60551
3123858;10014;10787;11832;14656;16675;16948;20201;23487;25126;30947;35520;37499;43132
3123908;37844;45163;46312;52119;64811;74592;82348;85601;98117;108669;123629;133278;155470
3124005;52866;58819;68300;82069;100088;101125;116724;118515;150990;179684;199906;230948;264832
3124104;123670;143712;160963;189688;228559;231434;267514;286760;325446;374650;431270;476803;525054
3124203;60617;71889;79174;93898;113257;97831;161854;159694;180099;252239;257582;278337;324627
3124302;58440;65559;81764;84705;91355;100725;119041;127971;149108;173891;193136;221355;220939
3124401;16250;16698;19011;20829;25781;23160;27831;28929;32956;46369;48031;52966;61704
3124500;48817;56650;56883;75966;88790;91808;83997;98098;140890;151844;176187;197055;211114
3124609;8782;9844;10196;11515;12815;13516;13515;15909;17339;18261;20376;22533;24616
3124708;21764;25881;30445;32879;36029;39085;40741;44982;51086;67967;70653;76238;80943
3124807;77811;61211;76781;105413;130685;140572;150376;272605;452050;447497;826992;493593;421915
3124906;26187;29958;33211;37527;42607;47003;51774;61629;69132;93145;101180;111907;124001
3125002;9990;10810;10931;13679;16042;17566;18813;18445;21748;24343;26315;34126;37234
3125101;528146;564604;673512;771349;943005;1102356;1205773;1400501;1884764;2387095;3104037;4083946;4676285
3125200;10314;9726;13996;12756;17205;17166;21625;20865;27423;32980;30028;29102;30965
3125309;12831;15827;18720;20314;23281;23454;27289;26863;27357;34576;36615;36938;42417
3125408;11625;12517;12341;14550;16235;18148;21540;22586;24538;27885;31587;36504;36259
3125507;7480;8154;8770;10086;11306;13890;15448;16644;17265;20296;22220;24427;26050
3125606;14437;16356;17800;20069;22048;23815;26431;31386;33088;35130;39744;46295;51020
3125705;42907;48722;54625;67795;81947;87130;126053;120230;186494;196940;262431;339140;248952
3125804;6552;7550;8049;10073;11704;12858;14494;15345;18081;20094;22872;26615;30330
3125903;28003;48986;81158;77346;49888;53708;55703;52547;63308;70861;87758;95508;105718
3125952;22056;27198;30929;34040;38664;39603;48699;52696;55425;71120;79193;87379;93458
3126000;21454;24690;27557;32306;35541;36033;40512;43976;51734;58647;68463;74468;94009
3126109;305999;349823;407118;457947;511257;595023;640429;734400;879186;985300;1096143;1167138;1287236
3126208;34706;40111;49467;52218;48044;55291;74654;82095;80370;118174;131751;151894;164412
3126307;54719;75758;119744;105342;131398;160092;141162;211257;271616;335710;310981;98183;99267
3126406;10029;11712;12013;13378;14582;15470;17696;20400;21283;24757;26130;33403;33832
3126505;16577;17993;20057;22693;24148;26685;29786;32139;34737;38148;42625;48851;56617
3126604;9424;11149;12256;14159;15813;17283;21844;25017;29194;34094;176275;31494;39914
3126703;56884;68811;73998;93593;103839;117930;133419;148935;150876;208414;231142;305789;312577
3126752;11905;13368;14650;15669;18102;20241;22413;24601;26176;32137;36528;47639;55507
3126802;12210;14537;16375;19397;21959;25287;27432;30738;31230;37784;38665;43759;45530
3126901;21435;26456;30165;34049;30863;42794;43871;59182;50275;51789;59576;82586;87526
3126950;6066;6434;6948;8052;9079;11730;13464;14853;15064;17311;20276;22300;23794
3127008;504391;600099;738228;747154;787703;819776;844506;789237;808505;1013471;840573;529976;407482
3127057;9101;9458;10156;12149;13417;14324;17031;18528;20574;22957;24861;27813;28705
3127073;10535;10362;11204;14018;17029;17835;20725;22919;22845;25852;27055;32381;34355
3127107;289775;355921;410479;402503;486985;524281;586158;654763;775521;966658;1075469;1228954;1397841
3127206;11340;12807;12982;14222;14888;18075;20463;23160;26613;27189;33328;39343;42288
3127305;19256;21608;22390;27147;29187;34232;35886;36933;40059;46474;53286;62071;71835
3127339;15637;13137;14072;15343;16175;19470;23166;25314;28450;28613;32314;33845;34437
3127354;6107;7517;7634;9727;10344;12113;12925;15788;15752;17694;45067;21196;23500
3127370;8339;10028;10949;12212;12912;14922;16217;16401;17735;22429;25389;27002;28278
3127388;10561;11052;12549;14532;15154;17089;19783;21484;24611;30673;35552;37947;45000
3127404;11555;13787;15374;17906;18910;20084;22385;24963;31309;31958;40414;45288;48317
3127503;9909;9906;12350;13175;16805;17784;18799;21018;23936;30601;35022;36794;41586
3127602;37052;41671;47484;53208;60106;68912;76861;80885;93093;88747;105977;126533;126583
3127701;1459769;1684583;1828010;1978337;2225603;2501253;2611061;3029159;3454061;3719895;4083415;4585400;5072185
3127800;30002;36699;42125;48217;97855;211974;192360;227903;204903;286648;587481;283465;377597
3127909;6714;7824;9969;10645;10544;12887;14834;14341;15003;16450;18721;22076;22723
3128006;115792;142073;150544;172885;173690;201090;230212;238306;314400;352159;455001;503618;541572
3128105;52725;48786;59982;59838;70948;74219;90459;97928;105032;151355;145378;160371;179559
3128204;21902;24013;22755;26954;28748;32457;36679;41232;44386;45164;56245;62477;70077
3128253;8722;10456;11312;13575;17519;16781;18774;21180;24466;35011;210953;48541;33004
3128303;98555;105576;148782;187846;219956;223249;260198;230610;269425;326283;337953;356000;384544
3128402;29699;36005;41628;42166;50231;53472;49179;55960;67244;75922;88178;105979;101750
3128501;11801;12767;14730;15903;17271;18896;23201;25997;32663;33007;33091;36269;39002
3128600;52417;88130;84614;86993;87173;94256;124403;155353;186764;197331;273379;247312;287899
3128709;367493;420649;340300;618618;717176;767173;1003340;870103;1002736;1448702;1461249;1545994;1835197
3128808;22792;27056;30845;37151;42674;42782;44051;48006;71270;75052;80683;86369;110201
3128907;22568;26054;31450;35186;36375;45567;51400;59290;65724;81528;85454;96342;109330
3129004;25817;32038;36987;41171;43369;46313;52070;52537;59563;72242;77973;75987;82126
3129103;35998;44820;48914;54195;50210;52542;58884;64848;68045;87001;80340;90062;103897
3129202;18066;17259;23018;31305;41811;37311;44056;47820;52137;65037;67870;68221;74482
3129301;20425;22322;24251;27225;29337;34789;43234;45245;47737;50682;58048;70437;87297
3129400;14624;16120;17915;20404;22252;24232;26855;29584;32864;39434;43370;48265;53712
3129509;189265;243527;292989;349764;349578;337463;452702;492792;486188;602582;625623;747347;737479
3129608;14023;16954;19035;21859;25340;28935;32289;32187;37099;49957;54737;57838;68640
3129657;9918;11218;12196;13627;15795;16257;20653;22424;25027;23760;29816;32534;35856
3129707;229229;256134;327704;337324;373954;357466;428913;373366;440326;513716;529485;329663;434033
3129806;390749;471864;635736;671879;788170;943584;1088960;1240821;1407025;1494033;1546417;1667620;1843089
3129905;11647;10729;13851;13158;22090;16517;25771;22439;29973;31402;35854;37161;48744
3130002;11797;12295;14378;15388;17934;17975;22100;22774;24237;32374;30550;31536;35813
3130051;14312;15594;18753;21433;23898;28215;34588;37365;40316;44460;47641;58402;62737
3130101;108918;131967;157617;184417;210951;230368;309686;296964;512940;795139;821755;1095721;847758
3130200;31817;37273;43866;50835;57843;62312;65332;73257;87147;102692;112602;136904;148106
3130309;68925;85196;110384;116537;115811;161389;199078;195109;214267;269240;256560;315182;321432
3130408;101913;123331;144957;122634;134083;171869;198722;264636;300368;417220;366932;375787;393935
3130507;39567;41202;54255;54119;71934;61195;76041;79547;101090;131653;127095;123208;139826
3130556;13515;14344;17740;21880;22544;28383;28485;29729;32935;43461;44502;42382;51223
3130606;24768;27940;32695;36751;41206;36487;42261;47103;54941;64334;66030;68963;73187
3130655;12963;13819;15828;18817;21798;24088;26583;31443;31895;42962;44036;49758;55133
3130705;189624;224351;319541;309041;346083;360162;381594;306653;313497;496063;514110;464940;428248
3130804;12955;14554;19218;20263;21178;21872;22674;26219;27823;33270;36746;47039;52774
3130903;55893;65413;76005;88211;96407;110110;115618;127280;140499;183797;185444;208968;236625
3131000;20261;26351;30032;36018;38972;43878;53860;51564;58407;68068;72872;80263;89209
3131109;17278;20254;24923;26764;27144;33976;36691;40812;53906;53319;53669;62828;55839
3131158;25513;27958;30010;33893;40219;43814;50162;52349;63700;76063;96429;104950;113264
3131208;45159;52790;58865;70876;93385;92649;96968;120129;116596;124268;157678;185160;205306
3131307;3179997;3706009;5394704;5267485;5875773;6717318;7723003;6752153;7520604;8131460;8783450;9526045;9195774
3131406;21301;28724;30243;33588;48603;41004;43306;44752;44769;61262;62491;59896;61534
3131505;30068;31790;37565;45366;49830;52837;59120;68786;85474;91353;102419;145246;123078
3131604;35422;44248;47933;53127;57348;57283;80134;77146;97495;126896;158879;183371;190537
3131703;1238096;1426430;1943421;2274875;2089731;2140568;3043597;2276112;4137155;5253017;5559082;6187543;5655772
3131802;20189;23258;28188;33285;39314;37508;44798;46401;53738;55954;70064;74260;74995
3131901;463408;551430;707955;755535;717209;825781;993064;877749;1879339;2511159;2838628;4026449;3743156
3132008;7657;9061;9357;11105;12342;16243;20927;22369;29415;32135;114639;71160;59631
3132107;46627;47719;53719;60051;67621;72801;87544;96311;101681;114212;133265;154161;170914
3132206;46607;56252;77910;83156;94626;116334;134435;111329;114344;139908;170910;178279;202479
3132305;22007;27012;29617;32169;43324;36892;42759;44928;49688;62380;67061;70261;77017
3132404;702591;736735;880600;1010231;1131984;1375402;1480278;1665337;1993811;2082555;2262721;2409881;2689708
3132503;64237;72316;84336;93999;101633;141600;147994;176264;225983;252587;292165;291546;419732
3132602;25046;35996;40725;43401;39513;22528;44620;31341;67829;72421;96659;76557;61256
3132701;63030;73320;83907;91333;93647;106971;136050;154459;160174;155365;180501;215288;207715
3132800;6528;7775;7328;8830;10347;10119;11517;11591;12032;14477;15723;19419;20958
3132909;38307;37129;58947;51420;88241;67254;88641;66312;96598;94069;144042;115579;153343
3133006;61317;69714;83733;96051;137366;246500;346600;263551;266374;309193;413911;546271;620465
3133105;104921;124554;138180;171695;205038;206652;223564;240230;298492;301631;340857;345831;383661
3133204;25680;28759;32081;36639;40955;44003;48159;55050;63815;65946;80953;87651;100125
3133303;50717;59744;66531;91898;108284;115773;136853;145880;150304;160450;184873;200766;244756
3133402;78299;96822;116002;117376;138683;169036;186594;183329;206592;307453;291260;339610;380858
3133501;88094;100456;110047;115770;122490;145840;164034;169208;202848;246647;281811;340052;331047
3133600;46286;59066;63471;74650;76461;79042;88111;103073;123770;132308;155265;212977;350724
3133709;62938;86066;133482;138179;170134;192730;343487;179772;975684;1520796;1550406;1682497;1840594
3133758;361005;438955;381286;334535;331712;352168;396957;432524;517685;592303;621296;613235;614595
3133808;627014;733487;946430;975728;1196493;1309556;1562032;1371625;1657411;1943659;2172457;2408444;2510796
3133907;11807;14403;14860;16365;18299;20019;22514;24372;23700;29255;31147;42324;43027
3134004;22879;24120;28448;33636;37919;39704;47504;50047;63442;76666;80889;93631;114652
3134103;18249;22789;26875;27839;29157;30906;34498;37838;39453;45309;52631;56196;64578
3134202;612118;753235;818475;804916;919978;1047333;1115003;1509288;1689147;1929091;2081440;2548879;2688552
3134301;15903;20718;24270;27140;25463;26524;28575;29681;31956;35767;40979;44705;47831
3134400;629102;897761;1064142;1241193;1410705;1542707;1450528;1468567;1529028;1808560;1845608;1774187;1535239
3134509;30293;30053;40231;41421;39164;42384;49895;52859;52378;51010;48710;73630;58762
3134608;41176;49279;54249;67446;79311;81141;86563;86179;98447;115961;129685;150578;171304
3134707;25371;27648;29653;32807;36290;41271;48667;53164;55576;62024;72043;77968;83233
3134806;20254;24063;31351;34294;40948;41423;50599;46892;57549;74129;77724;81365;93544
3134905;121610;146763;155643;169921;183130;210118;295951;256033;307463;397894;414689;412148;447794
3135001;7766;7774;8273;20450;10845;28119;32740;33679;39642;40382;44590;52500;27861
3135050;62838;67512;80173;99677;120548;148366;173777;207801;233406;297903;312641;402994;432251
3135076;11922;13543;14944;16160;17945;19770;22604;23496;33690;33478;36185;42540;45692
3135100;182694;198271;223675;258731;340131;399252;468672;462819;490115;568588;646789;725688;838783
3135209;141883;152980;176178;204465;231091;269823;311123;318634;339718;366202;445242;509465;559619
3135308;16087;19726;21684;25412;28227;32218;34394;34210;34617;54001;49207;49416;54232
3135357;12213;13789;15036;18273;21086;22009;26058;27774;31017;34003;38185;51584;52117
3135407;26297;25751;21249;24721;33352;38923;140782;172025;128821;109467;261124;580182;722375
3135456;9313;10732;11286;13000;15739;18668;26249;30448;26599;29374;32931;36441;41796
3135506;28621;33762;38113;42580;46602;51723;58484;65307;71700;104259;102443;104484;134741
3135605;20293;21892;25634;27994;28662;32962;50153;39702;41793;46935;56204;70579;69470
3135704;20043;22823;26207;29693;30301;38623;44570;52762;70356;67366;75186;83422;86143
3135803;48332;51796;59000;62214;72904;83700;93436;101883;109208;132153;136352;157848;188856
3135902;15466;17277;18591;25183;26182;26664;27909;31123;33064;43162;44430;44338;50355
3136009;30037;33006;36663;39908;45732;48778;55952;59203;65481;72250;82156;91713;103570
3136108;27199;25726;36217;38039;37479;45461;50723;42076;68817;41378;42074;49108;50975
3136207;775629;925349;1402713;1401542;1429798;1502317;1821815;1638942;1697020;1993102;1993557;2186452;2371841
3136306;177643;214210;265374;302995;345009;395034;456499;467359;617036;795632;829920;957820;1081485
3136405;11436;12359;13733;16154;16236;19081;21902;24109;28784;30628;32688;46210;43817
3136504;17884;21012;23254;25693;29313;30809;36663;39864;42849;48342;54506;64179;70729
3136520;7496;8626;9802;11944;11427;23880;20616;17746;17729;20221;23255;29146;33526
3136553;8463;9527;10398;13068;14362;17205;18963;21447;26349;31937;36020;42235;42603
3136579;7786;8914;9409;10357;11676;13498;16761;17033;22825;32405;166583;33629;27872
3136603;14834;18192;20804;23932;26750;27109;32162;33126;40734;42885;45721;50461;62291
3136652;261560;305286;386048;443097;468567;573844;573937;675756;806639;812960;810662;902246;1019896
3136702;4025787;4505601;5221056;5567671;6163821;7267282;8032573;8338813;9912515;10490361;11916163;13196898;13720279
3136801;11329;11610;12428;14897;16494;18347;21042;22609;25312;27479;77427;69459;34540
3136900;22502;21983;35523;39175;53158;49431;77097;65275;85096;117164;120931;113809;148215
3136959;8862;11985;14623;16302;18741;21315;24309;25952;25443;30716;34846;38700;41901
3137007;25347;25770;27171;31071;34434;43136;49113;68492;71315;71114;96275;85668;92556
3137106;29080;34355;37268;41117;50070;55893;66593;70141;80105;91131;109222;130564;134701
3137205;250630;305354;356419;389991;512706;530671;565284;635231;786659;853961;919422;1111375;1264631
3137304;10474;11582;13283;14783;16888;18954;20937;23617;27437;29687;96534;35373;36899
3137403;34512;42583;48165;53579;56035;61392;71779;78157;90793;101457;114982;130800;136210
3137502;51611;62240;71268;85205;90540;97778;119450;121326;147431;177551;214184;228559;258341
3137536;33689;37315;45067;53992;49796;77115;79173;86259;93468;124863;139954;167802;177024
3137601;258466;287986;347290;400341;501084;586665;677326;747564;982774;1096951;1223592;1418298;1667406
3137700;53361;60069;72744;80744;99606;105739;123610;143672;168092;220093;211508;243098;242552
3137809;75410;82991;105704;112472;141770;122732;138609;159582;179754;249243;224468;236161;278308
3137908;6959;8252;8657;10502;11346;12955;14967;16214;18556;21028;23195;27636;30483
3138005;18714;21295;23943;27124;30454;30557;32892;36901;45132;48511;54805;61237;60730
3138104;17890;23166;27528;29032;30046;58415;40938;68005;79405;93287;94479;103168;115416
3138203;528012;597243;682063;772702;881564;1023309;1087332;1206168;1494002;1643784;1825820;2059196;2110722
3138302;11669;12345;13550;15331;16860;18058;18728;20804;22841;24975;28134;34326;35462
3138351;8699;9625;10851;12650;13884;15188;18530;20651;23276;26770;31662;32984;34446
3138401;223065;252177;311827;353409;391092;412081;445405;517786;577377;643073;709282;808255;891101
3138500;19754;22887;24917;25464;28222;32200;36211;36667;46487;49283;52742;59963;60513
3138609;44896;51092;55755;63426;71249;79113;87113;98406;120955;143349;151276;205924;222122
3138625;35468;42826;49572;60171;83718;91628;105692;113934;137010;185733;172901;223713;208725
3138658;10988;12139;13478;13411;18706;20157;25195;26291;29545;34853;38534;45342;50561
3138674;17984;23749;30763;29185;38577;34898;37254;37235;47009;76662;57946;47620;65377
3138682;10115;11573;12616;15734;17088;19606;23309;27432;29249;30676;34625;38386;41376
3138708;19464;24850;28787;28449;28368;30017;32836;34266;40034;47272;45968;50418;55646
3138807;95548;113864;128461;142988;152193;174666;193889;223042;243055;280604;312754;379510;426237
3138906;15037;16734;18542;22011;25826;27839;32145;37672;35379;39346;46095;60248;55218
3139003;237839;253944;373235;297557;393397;401695;505793;521239;596819;744259;724441;763287;765137
3139102;15054;23329;28355;30933;32052;33812;43267;45990;49890;58575;78604;90403;92403
3139201;37959;42499;44006;51830;62053;66085;73420;99970;93829;108271;123718;143241;165414
3139250;10696;10965;12588;14532;13665;17842;22143;23507;22995;26063;29290;33269;36144
3139300;45750;51522;58810;68369;77769;81436;90579;96917;103264;110983;128923;145976;175362
3139409;400933;441354;542695;598374;755114;839629;1033143;1078228;1109458;1444415;1526574;1638603;1826974
3139508;73219;74436;94133;112504;135162;164047;235166;181836;225450;290046;296581;305305;369035
3139607;91934;109602;125097;155202;171627;181965;193478;192690;206461;237496;279142;294526;323192
3139706;25385;30527;44301;46472;58423;63704;77663;63932;75415;82236;87137;113589;112914
3139805;33062;39780;40590;49652;60014;60115;68577;77788;100180;106212;117224;123681;134355
3139904;38962;44333;49711;54960;60542;62393;70174;73635;86633;93742;106035;115865;130305
3140001;467828;567291;812910;1040456;1108652;1086300;1409988;1334734;3690161;5721537;5390622;6613176;5010520
3140100;9540;9999;11565;13240;15084;16639;19212;19827;21621;25358;28671;33667;36606
3140159;24508;29042;31249;37317;43101;41483;55958;65014;74243;87674;100924;124380;141276
3140209;10267;11887;11921;13971;15609;17678;20689;21833;23370;30080;31288;42678;42310
3140308;9494;12489;17146;13411;15437;15682;17384;19182;21839;23889;25752;31297;34503
3140407;11309;11088;12969;30235;19566;18774;18853;21828;23367;19936;21770;24919;27897
3140506;48010;59025;79472;86670;95246;107905;136383;121700;156044;174852;214944;204825;240640
3140530;16679;18416;32894;32953;60836;44891;60490;49490;75198;121233;79639;81237;101441
3140555;12660;13946;15862;18149;19796;21001;25042;28598;31339;38066;41409;45584;49096
3140605;10372;11988;13247;15608;17133;19312;21394;22558;24893;27373;32359;33107;37161
3140704;145706;163852;242131;242617;233361;255672;300086;306371;403967;442854;434682;562910;553503
3140803;61950;102381;160317;155588;249368;303822;319622;356495;387353;412670;436659;498801;512663
3140852;19789;25489;28064;31292;38562;43524;52561;49995;67477;85127;96117;120382;124137
3140902;72057;85748;92770;104663;137086;102862;117826;131362;170545;210601;228429;280203;243891
3141009;26598;28580;35134;42196;49287;49020;54150;59233;65688;78005;80275;90082;100886
3141108;270737;329630;380972;428568;477005;495630;686171;602152;673868;742963;867931;890007;984203
3141207;15610;20566;21514;23246;24783;26367;30195;30436;37954;43978;47779;62950;56632
3141306;16777;21008;23432;29361;31763;35346;36612;41218;52659;69245;82574;99184;100720
3141405;43497;51210;57054;63337;72780;79041;89698;93870;119038;147239;153019;186186;189837
3141504;16265;17808;19816;21890;24245;28186;29371;31812;36865;37164;40448;46192;47737
3141603;25874;27117;30326;32778;36050;45313;53744;46034;59878;70344;78778;89594;96256
3141702;15658;16663;15096;17202;19533;22793;26913;28534;26546;29624;32427;33770;38301
3141801;53940;61295;67261;78035;83827;95823;111093;120871;137670;159976;179837;204478;257427
3141900;12258;13557;15173;18390;18984;21053;24583;28226;35678;36696;39277;50709;56742
3142007;26714;30995;28202;33065;39288;42845;49051;53575;58023;64477;71723;90368;94674
3142106;32354;38374;45566;50555;47080;53582;79152;136349;90586;105803;99269;97782;109953
3142205;37346;40905;47465;55570;63932;87411;93986;90636;132579;155190;172992;224062;197684
3142254;7227;8110;9531;12498;13761;16043;18470;18801;36187;22788;24433;26897;29808
3142304;11373;13165;15102;16488;18749;21482;25779;27986;30638;35148;33377;49424;47972
3142403;22056;25093;30904;31625;33602;37670;39827;39318;45123;53330;61330;71093;76466
3142502;7693;9049;9908;10267;10400;12537;16217;14736;18425;19404;20744;24695;26861
3142601;38089;44251;65345;62011;65791;76050;83726;95895;115169;154095;161027;167051;184076
3142700;33615;35343;43285;47791;50883;54385;61242;63509;80864;95727;95986;98374;110549
3142809;108219;147297;166213;170018;175434;183011;240848;269380;265414;370879;409104;425775;502911
3142908;48434;49175;56757;62121;65981;74010;84332;87450;99934;120574;132029;145823;162699
3143005;60613;62775;78733;75854;91795;93908;118865;126351;149193;173843;180172;184496;201298
3143104;245274;278654;349947;355767;437183;524524;601423;541725;743440;907372;848869;1102782;1279551
3143153;7427;9233;10243;10877;12145;14030;16941;17814;17008;18628;19872;22635;24620
3143203;99414;113134;114632;150779;175665;155919;201010;198270;223710;277008;353503;319378;371498
3143302;1687384;1949279;2241088;2622191;2871087;3395367;3657356;4109624;4843675;5460968;6172330;7042716;7844307
3143401;125387;137501;148366;148376;159543;144562;179788;187159;237578;282062;304821;304004;337582
3143450;10964;11895;14037;17140;18669;21883;25174;27681;30837;33925;39269;43515;50672
3143500;38189;47482;49414;60384;65381;71013;75838;83231;93114;109434;142292;166309;175235
3143609;13079;17568;19541;17171;21973;19470;30017;26801;37122;37461;39541;47577;47730
3143708;10097;10526;9932;11788;12978;13851;16648;16230;54880;22561;29737;35040;32555
3143807;14922;16876;17138;19696;24779;26356;29221;30405;34383;36818;42054;49440;53948
3143906;426811;485692;544259;619324;775931;808330;930422;1049270;1218095;1368442;1538953;1741040;1808872
3144003;66943;77570;86735;100698;112799;119331;143400;155403;180738;240315;240067;255345;291514
3144102;84674;86179;111507;126075;146938;148888;178469;182683;224215;246675;309662;310905;372050
3144201;7061;7501;7921;8924;9831;11230;12094;14253;16518;17334;19046;23276;26675
3144300;171428;188372;211631;230235;282708;320289;359643;363169;525635;440377;493003;543709;580531
3144359;12702;13614;15166;17504;38657;28861;39370;29470;32677;39718;43819;50736;59554
3144375;9098;10951;10566;12513;13875;15358;17181;19013;21541;25924;30729;35797;38714
3144409;16046;17258;21602;26210;30645;29122;32917;37745;40890;57360;52798;52798;57120
3144508;47950;50729;60073;65876;65374;65245;83315;82170;101931;136768;175855;196969;213280
3144607;117208;107539;165897;144899;205390;163400;183737;199652;227755;319993;315353;322171;375073
3144656;14020;15021;16623;19035;23826;28117;33429;37305;39813;48566;53423;53944;59278
3144672;13035;13721;13872;16060;21475;24850;22922;23429;23623;32938;39854;32977;41487
3144706;114932;142455;179629;165002;194791;208287;266089;271922;273507;290360;296286;329055;375450
3144805;903043;1102069;1517250;1579167;1580685;1846964;2336092;2258130;5382564;6989810;7923101;9564345;9158234
3144904;10717;12442;13316;15090;16162;20734;21908;22103;22224;27308;29439;33611;36815
3145000;225659;323815;375299;383608;430431;540504;575921;521726;617922;566830;631056;667475;720287
3145059;17400;19399;25950;32184;37068;36702;40863;42321;48913;62991;65267;88586;79199
3145109;43287;43976;80355;77877;109386;92061;169807;106745;173609;200603;249658;185418;249371
3145208;224386;271938;352624;437196;502759;530993;661572;699795;1010516;1206047;1489783;1644361;1844366
3145307;48677;54574;55553;63682;74078;83979;93530;104201;112678;134321;150802;165358;207075
3145356;16510;18720;20376;24392;27366;28350;34113;36140;41443;47537;49643;54570;58930
3145372;10639;9077;10311;11867;12944;14515;16689;19210;22907;25811;30022;33612;35941
3145406;6091;7025;7518;8497;9077;18385;12306;13086;12837;13321;15148;16592;18137
3145455;11656;14659;17849;20391;21267;23920;31268;31671;47184;67351;333407;65382;63940
3145505;8712;10157;12497;14028;17391;16806;17362;19627;20328;26829;25950;26576;31553
3145604;165269;185595;217219;254848;290589;289836;317866;345922;434492;498734;552175;647957;690635
3145703;6738;7429;8142;9589;10391;11670;12714;13506;15789;19126;20413;22741;24999
3145802;10184;13193;15712;17385;19207;20562;22385;23208;27078;30510;34646;39300;45509
3145851;11894;13995;14930;17548;20240;21627;24166;24899;27556;31123;36397;42443;43274
