cod;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014
4204558;163201;190953;222259;236559;257452;277447;308058;293578;357104;393406;398291;454785;563214
4204608;1492601;1687204;1922944;2119512;2357832;2570339;2873156;3261862;3870771;4758666;5016311;5496582;6480936
4204707;154638;198214;224254;278198;247533;270773;334675;332204;411456;531159;524851;557470;443805
4204756;10943;13751;14393;14584;13232;16590;19573;21272;24570;26271;27046;34546;32666
4204806;266025;310069;342992;361227;402008;411116;498527;555638;646797;732851;842490;934828;985390
4204905;61853;78749;76731;81344;80894;96785;112706;116348;115126;131662;133914;181564;195704
4205001;57335;66354;67780;73522;86813;107264;135948;145699;189575;232368;267437;338168;372621
4205100;19523;20657;21300;27468;27085;31065;35847;40330;50370;51435;58793;70484;93793
4205159;14677;16904;19783;20535;21826;24085;28286;43013;36868;41013;47679;57366;73503
4205175;10612;12528;13512;21249;21035;19422;25178;24413;25848;80354;91410;88845;47387
4205191;21481;27450;28282;28354;28279;30649;30877;37517;39960;33253;38721;53600;64160
4205209;32993;39475;38552;39465;44955;51038;64511;62036;66303;81290;83047;108026;100281
4205308;152426;192489;199564;218311;222864;240040;302807;293586;325049;356041;367356;450809;376801
4205357;7870;11535;10691;10940;11938;13933;17142;17288;17048;18391;20018;25331;33357
4205407;4357228;4850364;5224186;6271237;6946767;7871859;9096211;9525084;11276680;12731618;13946621;14974993;17328527
4205431;13928;13995;15752;17286;17486;23270;27588;27481;28588;31560;41655;44559;58283
4205456;143387;175350;246305;257218;256217;296463;336646;346248;433874;423648;472519;527713;690680
4205506;345366;364659;395867;448543;527448;511583;600272;579844;667227;713380;835217;825667;822239
4205555;16124;19498;16176;16984;19735;23288;35785;34328;32682;31107;42764;54025;41736
4205605;46071;59833;76861;73369;61655;75885;81674;74480;77393;93487;90493;106757;60769
4205704;71312;84997;96410;114276;130033;140822;155119;204240;231534;261003;303007;346584;402011
4205803;92586;106601;118830;135379;175440;216677;220903;242753;323276;397889;455419;549508;721559
4205902;493087;608569;703149;806656;885295;1109580;1100162;1190118;1427625;1596705;1682185;1830763;2392250
4206009;45445;49948;51977;58678;69183;77682;90064;107188;128123;143376;159048;182345;211698
4206108;48371;52056;62399;69638;70247;73758;93696;97812;99937;122921;126307;150128;183883
4206207;43555;69894;48890;54766;58914;67264;82724;95571;110220;112507;118622;137243;146727
4206306;113159;135147;167394;204388;252030;321782;370594;417927;520382;601842;642876;780902;1052578
4206405;71120;84301;91321;105386;104950;117652;138791;144490;162708;196190;202795;254118;227513
4206504;266344;326929;392902;444151;519051;640679;753245;877181;1012210;1153527;1167585;1296423;2397188
4206603;30152;41433;43881;41249;43556;54206;66580;64247;67645;81961;97098;108954;124559
4206652;38275;49375;64227;76126;88427;105331;127099;129195;177639;218337;352934;388628;188923
4206702;125350;148829;164771;171361;190227;223698;223963;261016;317436;328476;365992;378803;416634
4206751;12875;17103;17778;20844;21091;33087;45257;32427;29275;30322;30158;52552;39235
4206801;25654;30320;29071;29768;30802;37531;46640;46503;49785;55868;59566;72030;82183
4206900;112543;135818;151649;180523;187897;198206;213301;242016;269203;335191;335645;344582;384594
4207007;329969;402764;459476;525605;588091;661022;804809;884334;1142742;1242877;1350906;1540550;1938907
4207106;65170;78205;81104;92087;102857;117896;146299;158534;206643;292489;318454;356094;447291
4207205;46618;55924;60843;59581;66551;74099;83305;97808;109020;114893;124114;151886;164478
4207304;182601;213251;250531;314425;454797;451938;560990;663178;701969;727707;824126;989630;1115949
4207403;31709;34132;38907;43477;44605;50750;59737;70714;84820;85333;94829;113767;119010
4207502;472609;552512;652122;733972;838241;918722;1041655;1141756;1425283;1608948;1801648;1834322;2280268
4207577;29084;38280;43499;51724;43980;46718;61598;73432;81164;91156;74177;96230;97636
4207601;21027;25196;27496;32292;32259;37884;44652;48483;50379;56247;61099;65819;73726
4207650;53094;68134;66593;75813;78412;87456;109428;116586;121323;144095;153922;177918;210264
4207684;71200;73251;52192;50736;50801;63371;91250;83887;110650;152522;221381;297052;169460
4207700;62649;72367;79834;85397;88155;107352;139163;146246;163886;188656;184713;210856;284987
4207759;23505;31967;32220;27094;28568;36890;48781;52945;53906;62605;62289;81686;91314
4207809;48113;55521;63454;66487;75982;87050;97004;103782;115300;130140;144769;180512;192835
4207858;12274;14078;14541;13525;25137;37054;45582;43688;64528;42382;22056;44768;31404
4207908;75010;93488;105867;104732;96151;119518;161700;161830;199266;194033;202113;266232;287387
4208005;65032;70634;60908;67068;83110;100329;118829;130194;162658;159981;175905;175333;201670
4208104;130661;162442;187190;195433;199371;236081;298142;335451;359640;499186;484723;530724;643295
4208203;2167309;2782543;3628372;4232328;4958144;5774310;7317140;7890943;10060381;12178894;13577096;15485921;17128932
4208302;218894;254006;283516;319053;375539;436691;512206;618372;798638;922712;1076310;1155218;1363896
4208401;124020;160278;220675;234670;259342;291439;347048;366692;352393;479710;446460;590528;589724
4208450;69347;79175;81378;98785;95090;107733;153612;177964;179832;403613;461132;632481;448635
4208500;152301;181695;212144;229191;244736;285659;342942;371606;445916;436304;518425;592436;757164
4208609;36017;40798;47231;50470;48032;54079;68721;68334;78690;81851;79823;101755;122874
4208708;62649;82635;81386;79538;83169;93803;138539;145185;153792;148193;214591;272987;247730
4208807;82216;98051;106769;114200;120103;126765;157118;191689;221482;239018;259031;304927;359532
4208906;2121105;2552482;2985373;3332713;3735678;4292719;4989163;4827759;5515806;6546829;6844962;7782911;6996440
4208955;12251;16129;17737;13312;14322;17572;29961;31151;27232;49632;32525;38526;30108
4209003;424181;489699;547602;577603;592565;691458;729584;798463;931964;1065079;1091513;1156722;1354042
4209102;6207487;7354514;8721600;9565947;10780945;12561388;14519450;15054985;18252540;18675103;20472881;22049703;24570851
4209151;68661;75563;81363;83007;93292;90358;135854;147968;69614;61883;68037;80305;94266
4209177;12829;16785;17019;15035;15476;20981;25714;23763;25788;40971;32215;44110;45401
4209201;29668;34765;34708;36074;39411;48386;59099;65871;77673;93820;98424;109678;73855
4209300;1148844;1317189;1512803;1669896;1812292;1916212;2222605;2228961;2771856;2922302;4083720;3595196;4255922
4209409;201704;223026;236529;266570;293999;327108;376071;422873;474495;526836;686312;668180;739695
4209458;11025;13803;14614;17663;17007;17081;22197;23462;22752;25539;80509;91100;54786
4209508;36182;40310;43930;52671;58229;62827;75427;97166;121033;131989;141875;165060;208802
4209607;71220;88410;118667;124916;131631;155503;181709;177542;172087;207233;219013;237245;253291
4209706;55646;65365;68379;73770;83248;96611;115806;110654;185264;152471;170447;181963;263245
4209805;24267;23163;18435;27316;26422;32353;39263;43242;52036;50950;64310;72564;83075
4209854;36621;42030;45011;48213;46527;57026;73605;76388;83560;96084;121092;110011;136802
4209904;45651;53549;53455;59272;70985;84173;109848;120778;133036;190931;213552;203324;229650
4210001;97821;111263;131327;145504;162551;173286;217884;234232;326048;322168;353866;406347;470847
4210035;42053;52552;57149;60088;62339;69161;86219;89519;99750;116024;133726;145242;186576
4210050;8453;11151;11441;14399;16989;18958;22426;26195;32335;30324;34291;45725;43525
4210100;460431;542179;631673;639600;662735;695548;843291;870959;1001513;1056708;1194126;1254306;1403622
4210209;16404;18058;19652;22740;22299;25082;29802;33850;34689;39827;42499;35019;50027
4210308;46945;60578;57604;58788;57220;85625;105750;191911;106677;109001;121813;155860;178852
4210407;55260;71300;79090;86986;78385;97848;98565;113612;108124;103486;119645;158260;138286
4210506;213295;258339;327462;322296;351831;397839;469483;483739;627703;739630;769285;862932;861666
4210555;40146;40135;42057;49241;39259;41201;44893;47498;67583;80498;88633;103746;57959
4210605;112143;141224;156710;162498;184830;191532;244609;259199;295806;377699;360988;400563;501314
4210704;9913;12436;12924;15172;16959;18601;22814;25232;26335;28932;36257;31959;34758
4210803;57476;78491;74814;70944;74062;86107;102653;113953;129313;119802;143968;146701;172003
4210852;14594;19257;21755;21587;21746;23927;28017;30285;32661;31731;40133;51865;46484
4210902;41908;50712;61829;57466;63611;71094;78825;80641;92869;106845;113810;128214;88172
4211009;103601;132010;151667;155208;159460;226647;262808;297921;256172;345813;359101;415833;505654
4211058;59357;66634;62655;62868;74260;74369;102242;100810;158004;124556;131227;156632;134169
4211108;34196;42373;76496;68334;72001;79832;99340;106599;121677;130485;140885;152819;167157
4211207;159281;175085;212348;225077;244048;255953;323126;324398;355613;440667;451809;514468;625239
4211256;19307;24370;25498;25075;24107;30493;42389;54182;62463;88699;67667;92853;153479
4211306;286816;313734;410266;479927;598716;726858;894610;1065374;1423383;1392480;2314770;2711377;3682249
4211405;34311;41914;58793;58157;57795;69943;77226;80329;80481;142919;147694;135042;130592
4211454;33637;43756;49227;55760;61046;74765;88257;92577;95314;119364;69982;138656;110890
4211504;81532;103324;118695;120398;135996;155929;172816;210754;286074;300700;325478;388390;480507
4211603;170578;214396;247071;261980;282690;330001;375053;368559;361664;435542;449246;471296;634124
4211652;21373;25527;25169;32419;27527;33148;34146;40678;45610;55402;55378;68808;68931
4211702;230635;270563;299748;339249;363565;398242;461395;512821;570472;671188;742141;863829;831321
4211751;136507;176438;209231;216200;239407;280323;325637;361604;468842;490915;528924;540928;547697
4211801;49583;59063;65848;62988;60506;72396;86504;92230;86414;97325;100526;119382;125188
4211850;25198;35893;41655;29989;30777;39163;53286;51164;45047;62228;65356;84813;75264
4211876;15170;18555;18579;18076;17464;21372;23235;25555;22302;67637;71284;74155;31083
4211892;15594;16412;16703;17947;18312;20801;25209;27413;44088;32746;34749;40403;40986
4211900;568794;679936;748245;899167;1158943;1380202;1891716;2162844;2685689;3133473;3846978;3990380;5246293
4212007;52481;66694;74620;70069;69673;88036;110275;110320;131639;165264;205832;234035;186872
4212056;20307;24524;28514;37255;35232;42150;45719;48267;54260;71027;77561;83685;301236
4212106;155460;203162;221521;224395;214992;264106;305593;316294;324931;420119;482453;547052;497007
4212205;140096;164902;192328;212716;212445;239724;301676;307004;376154;375731;431413;827142;451189
4212239;24846;30875;30720;39166;41587;55231;61192;58471;74687;85849;107729;128955;84368
4212254;24219;37256;35095;39809;45393;51802;47519;61437;60172;57443;61716;75292;93052
4212270;35442;40792;46893;48993;54388;61172;83455;86499;98126;76165;80699;98779;103980
4212304;48791;55354;57756;63337;70789;82905;96037;110505;130616;140023;158650;175388;183387
4212403;28526;35684;40480;47758;53764;54266;63783;67267;71908;85236;68088;85093;114938
4212502;91132;102586;108338;124925;145451;170156;194589;232461;278810;334467;386263;452574;505116
4212601;19475;24960;25786;27884;31974;35272;43297;43059;46450;49054;50817;60577;71167
4212650;;;;;;;;;;;;44993;55693
4212700;37367;41164;42766;49155;49181;58305;75126;82397;101150;104640;181674;162824;155536
4212809;75098;94621;109643;132212;168745;196399;229562;261263;282332;359192;322066;449503;479886
4212908;176444;222197;271398;265191;279377;329041;424182;457925;546579;702058;713809;848487;846418
4213005;27153;37919;39865;44416;44753;49447;57833;64366;77811;85191;85762;97049;121781
4213104;100765;118801;175160;142489;199220;137513;154679;388302;528933;605429;344033;474689;513355
4213153;20458;29530;27920;37090;37092;40619;50963;54482;67547;87084;94957;105150;61555
4213203;329714;391846;450377;492040;564413;665814;732984;825037;979888;1191074;1269274;1460079;2169446
4213302;42147;58846;56111;55409;56334;58268;66352;69319;64020;73851;75789;77994;106632
4213351;50946;70747;70546;67676;67942;48639;60921;61465;74259;78833;87405;95620;78911
4213401;59488;72928;78749;82580;87317;95508;113514;112898;154028;176064;203200;245046;204793
4213500;139420;185973;210589;247842;375685;393537;464301;567361;567926;604122;666258;735350;1118772
4213609;155308;187461;205099;215688;242643;274293;365886;336771;381851;428640;478947;507225;561268
4213708;81874;98161;127831;137407;147892;165723;197435;210768;235415;258643;291831;404286;459505
4213807;35268;43907;46644;51502;54279;52670;70922;83189;87287;85440;146742;114635;139724
4213906;27004;29798;16555;17410;18300;22341;27241;26482;27283;28890;29261;36485;43320
4214003;95245;111981;120622;140400;154849;176370;214218;239815;294793;290084;358209;357778;501741
4214102;14300;15090;17499;19929;19775;22837;27630;27432;32089;31337;36300;42621;54426
4214151;11932;13528;14613;15469;15708;19552;22846;24191;26722;30619;34907;53005;56349
4214201;144345;172735;214237;225332;233589;269448;302834;290104;366185;493519;530080;454934;295024
4214300;24813;27296;28995;30597;45915;39529;50212;53013;63321;68499;60445;91740;90243
4214409;40896;50619;53477;58655;60649;66434;80965;84219;95050;98488;99623;123850;146949
4214508;36656;43240;50786;53011;54695;59148;70324;79202;95859;96970;108344;129978;157127
4214607;45616;51646;55858;58861;62638;71279;86197;97342;118700;111281;132320;156435;183183
4214706;76882;88765;98092;104137;117354;130091;148990;158765;176187;228944;243542;219963;326463
4214805;564922;707235;831986;952759;1072480;1101578;1283622;1294740;1548685;1787319;1949443;2076656;2340739
4214904;31705;35541;38493;42239;42440;45236;59793;70793;72256;86172;91755;212815;234824
4215000;331252;398313;458887;504289;529094;522980;592532;590852;653646;735430;795632;869022;962091
4215059;13988;14934;14836;15718;16177;17692;22179;23095;27392;30789;34194;39432;47161
4215075;24559;31841;33509;30456;32184;39417;48062;49129;47390;53773;57255;69197;99828
4215109;68159;80668;85011;92365;101641;105389;128136;139089;158761;174914;246586;232647;288486
4215208;53677;48016;48967;51125;53055;57846;64126;67653;81548;101305;111605;119907;78297
4215307;42067;47455;54780;61192;68817;69940;79547;86979;97467;110161;114483;131622;173667
4215356;18192;22027;21438;20400;21139;26243;34703;36506;45179;41565;90154;60304;55727
4215406;45565;53684;61225;70146;74556;85642;107662;110831;97551;187129;107318;112114;144514
4215455;46869;58331;68842;75134;88031;101006;124721;123377;161084;180338;240565;223246;239991
4215505;95081;123805;150030;163864;178842;162815;198801;195990;240265;236906;274449;307269;331613
4215554;13787;17620;19327;19349;20692;26120;30028;30888;31906;38059;38871;47868;57517
4215604;14350;16400;16208;16770;18476;18118;23113;24804;31270;34910;32539;39068;42289
4215653;31542;37524;40591;46968;44135;59060;60262;77163;79755;70876;82306;106114;136637
4215679;48780;58065;65649;69625;66068;78244;100983;104959;120713;123193;142897;164157;192170
4215687;16878;16670;16153;16443;16265;20863;25098;26277;29677;32269;29327;37492;48577
4215695;12317;15163;12908;12460;14621;18345;20754;21236;27221;29556;28922;40774;27217
4215703;136032;143159;147688;171785;213708;262129;314778;381273;427863;476204;498947;587585;610014
4215752;21970;22488;31998;27388;23752;32787;40525;41382;67576;44868;94768;53266;54115
4215802;875352;1035688;1231539;1279468;1358676;1432195;1570200;1595372;1889164;2265017;2496922;2690098;3115362
